GENE	RA
CNPY1	0.40874
TMEM106A	0.40874
PRRX2	0.40883
MLLT6	0.40886
WWP2	0.40906
SIRPD	0.40908
DCUN1D5	0.40919
TRIB2	0.40929
C19orf33	0.40932
STAC3	0.40934
RAB30	0.40937
CALR	0.40937
CAVIN3	0.40945
SBNO1	0.40949
SFXN5	0.40951
KRTAP4-4	0.40955
TMEM160	0.40956
GALM	0.40963
WDR77	0.40969
RNFT1	0.40969
SQSTM1	0.40973
GSN	0.40983
SNX1	0.40998
GPM6A	0.41004
ARNT2	0.41005
KRT35	0.41008
LRRC8A	0.41018
C18orf32	0.41022
BAZ2B	0.41024
ATP2C2	0.41026
TET1	0.41028
DNAL1	0.41046
OR2A14	0.41054
RHOBTB2	0.41059
BCCIP	0.41064
KLHL38	0.41067
ABAT	0.41073
MYO9A	0.41075
FGF19	0.41077
UGT2B17	0.41085
STT3A	0.41091
INAFM1	0.41099
TUT7	0.41114
KPNA2	0.41115
PARVG	0.41117
TTC14	0.41133
RBFOX1	0.41143
SMAD2	0.41147
MAP3K5	0.41158
TBL2	0.41164
ZNF440	0.41186
MFSD4A	0.41197
FANCG	0.412
PRRT2	0.41204
CENPP	0.41205
POLN	0.41214
NDUFS7	0.41219
ACTL8	0.41242
CPSF1	0.41243
KRTCAP2	0.41253
WDR17	0.41256
USP4	0.41266
HES7	0.41271
ANK1	0.413
WDR88	0.41302
PDLIM2	0.41304
DGAT1	0.41304
AKR1A1	0.41316
OR5A1	0.41339
PIK3C2G	0.41345
SUSD6	0.41346
COL2A1	0.41351
CSTF1	0.41355
ZNFX1	0.41365
CD180	0.4137
RNF123	0.41371
MROH2A	0.41376
MECOM	0.41383
OVOL3	0.41386
METTL11B	0.41416
ASRGL1	0.41422
ABLIM1	0.41426
ISX	0.41431
CDC42EP1	0.41432
PTPRM	0.41453
TFDP2	0.4146
GRHL2	0.41468
C2orf80	0.41477
SETSIP	0.41478
GRM1	0.41478
PRR9	0.4148
ZNF793	0.41489
DLL1	0.41497
ZNF485	0.41504
FOSB	0.41527
TBL1XR1	0.41528
DDO	0.41533
HECW2	0.41535
CRB2	0.41537
HAUS2	0.41544
ZKSCAN2	0.4155
IGF2R	0.41553
MAP3K10	0.41554
SPATA31D1	0.41558
DPP10	0.41565
ADPGK	0.41584
ACADM	0.41589
FAM151B	0.41593
ZMYM5	0.41596
TFIP11	0.41606
VIPAS39	0.41615
OGFOD2	0.41619
GMDS	0.41621
CRADD	0.41623
SMARCAD1	0.41631
ITCH	0.41648
KIF7	0.41664
SETDB2	0.41667
HES3	0.41668
AHNAK	0.4167
RNF216	0.41673
IBSP	0.41676
SH3YL1	0.41677
DIRAS3	0.4169
KERA	0.41695
NLRP10	0.41713
DPT	0.41723
CAMK1D	0.41725
LMNTD1	0.41725
TOMM70	0.41733
TAS2R38	0.4176
SC5D	0.41773
ZNF862	0.41777
GALNT11	0.41787
AGO2	0.41789
C18orf54	0.41791
SLC4A10	0.41797
NLRP2	0.41799
GALNS	0.41826
IFI35	0.41827
YWHAQ	0.4183
RTN2	0.41832
MYH9	0.41842
MRPL51	0.41855
NDUFB1	0.41861
STK31	0.41864
PDSS2	0.41877
FBXL18	0.41879
MORC1	0.41883
ABCA6	0.41892
RPL35A	0.41893
TBCC	0.41898
SPINK14	0.41905
OVGP1	0.4193
HIST3H3	0.4193
BPIFB1	0.41933
KRTAP6-1	0.4195
C8orf89	0.41951
GHR	0.41954
COG1	0.41966
NIT2	0.41974
ZSCAN5B	0.41975
ICE2	0.41977
TMEM143	0.41979
RAB1B	0.41984
KCTD16	0.41986
ZNF277	0.41993
KIF21A	0.41995
KDELR3	0.41997
ATP6V1E1	0.42004
OR51G2	0.4201
TTC9	0.42011
PM20D1	0.42014
GLYATL3	0.42017
DNAJC22	0.42023
RAD21	0.42025
ACOT8	0.42026
ATF6	0.42027
FCGR1A	0.42028
SHISA8	0.42034
FERD3L	0.42038
IL4I1	0.42057
NFE2L3	0.42059
HSDL2	0.42061
STX6	0.42066
CCDC28A	0.42066
KRTAP20-1	0.42066
SLC23A2	0.42075
GRIA4	0.42088
KRTAP20-3	0.4209
CHD8	0.42102
SCAI	0.42117
ZNF679	0.42119
DBNDD2	0.42125
RND2	0.42155
RACGAP1	0.42157
TGM4	0.4217
WDR33	0.42176
SPRYD3	0.42211
CEACAM6	0.42211
MDH1B	0.42213
MSRB2	0.4223
SEPT9	0.42231
ODAPH	0.42235
TMEM215	0.42235
TCF15	0.42241
RIOX2	0.42252
PLEKHG3	0.42266
GM2A	0.42272
UTP18	0.42294
CYP2D6	0.42295
AADACL2	0.42313
SLC35G1	0.42322
SARS2	0.42325
SLC5A5	0.42326
KCNK15	0.42331
MT1HL1	0.42333
CD164L2	0.42344
GULP1	0.42348
MSX2	0.4236
LRRK1	0.42365
VAMP5	0.42367
ANKRD36C	0.42369
ZNF561	0.42385
CREBBP	0.42391
GLIPR1	0.42395
ZFHX2	0.42398
SVEP1	0.42405
HIGD1A	0.42417
SIGLEC5	0.42424
BCL7A	0.42429
NR2E3	0.42449
FUT11	0.42469
RIN1	0.42471
ATP5PB	0.42476
RNF220	0.42484
NUMB	0.42495
CPLX3	0.42495
ROBO1	0.42503
VPS25	0.42503
SLC27A2	0.42516
TNNI2	0.42519
RHOA	0.4252
WDR31	0.42532
TUBE1	0.42534
OTUD6B	0.42535
ACSM3	0.42536
CEACAM4	0.4254
CDC40	0.42547
FMO5	0.4255
KIAA1024L	0.42555
C8A	0.42558
POC5	0.42581
HRASLS5	0.42582
TPH1	0.42589
FAM81A	0.4259
NUDT16	0.42594
ELSPBP1	0.42596
PPP2CB	0.426
TM7SF2	0.4261
POU4F3	0.42612
MINOS1	0.42624
GALE	0.42628
TOPORS	0.42633
NFIA	0.4264
CCBE1	0.42643
KCTD12	0.42646
KIAA0753	0.42648
KCNE4	0.42651
TMEM89	0.42659
BICDL1	0.42691
HOXB13	0.42704
SLIT3	0.42706
BAZ2A	0.42733
PIGU	0.4275
MAG	0.42757
EXOC3L4	0.42762
ZPR1	0.42766
OR9Q1	0.42775
HEXDC	0.42781
GON7	0.42782
OR10A6	0.42793
ATP6V1G3	0.42794
NPL	0.42796
CNOT11	0.42798
PRLR	0.42809
ACTRT2	0.42814
OAZ3	0.42818
MYO1D	0.4282
SLC35G6	0.42822
PPFIA4	0.42825
IL1RAP	0.42834
C6orf223	0.42838
C11orf58	0.42838
LRRC39	0.42841
ITGAE	0.42841
STYX	0.42843
GDF10	0.42846
RMND1	0.4286
TSHZ1	0.42864
MBD1	0.42871
MYOCD	0.42873
ZNF713	0.42875
NSG2	0.42884
KRTAP12-1	0.42884
GYS2	0.42888
C17orf78	0.42898
SLC35B1	0.42899
C6orf52	0.42902
PPP4R1	0.42902
LAIR2	0.42902
ISCA2	0.42909
H2AFY2	0.42912
SSBP2	0.42938
AICDA	0.42963
C1orf174	0.42964
CYR61	0.42968
COPB1	0.42985
WASL	0.42986
KLF9	0.42988
JHY	0.42991
PLSCR1	0.42995
C5AR2	0.43006
SOWAHC	0.4302
OSBPL6	0.43028
ERCC2	0.43034
C4orf3	0.4304
MOGS	0.43045
CAMK1	0.43058
HABP4	0.43063
MAGOHB	0.43077
EPRS	0.43079
SEC63	0.43083
CARS2	0.4309
CLIC4	0.43102
TMEM62	0.4312
ZNF737	0.43131
TBCD	0.43145
KIF5B	0.43154
PLEKHA3	0.43188
KREMEN2	0.43204
CNDP2	0.43205
OR4D5	0.43209
ZBTB42	0.43209
IPO9	0.43211
TMEM131L	0.43221
SNRPB	0.43222
WASHC3	0.4323
BEND7	0.43247
MORC2	0.43266
BET1	0.4328
ZNF598	0.43285
C15orf40	0.43292
ELP2	0.43304
PTPA	0.43308
UBE2G2	0.43349
ZNF787	0.43351
EIF5	0.43357
CD93	0.43357
KCTD8	0.43361
NKIRAS2	0.43365
SRC	0.43372
MROH8	0.43377
CSRNP1	0.43379
BPIFB4	0.43379
SCP2D1	0.43389
CENPS-CORT	0.43391
SLC17A9	0.43394
BATF2	0.434
SCARF1	0.4341
AHCYL1	0.43422
ZBTB4	0.43435
STK32B	0.43439
CCDC73	0.43446
AREG	0.43449
TRGC1	0.43463
OR4C15	0.43464
CCDC13	0.43466
CENPS	0.43475
RPRM	0.43478
ATP5ME	0.43481
DPH7	0.43486
ARID1B	0.435
ZNF33A	0.43504
PLPP1	0.43526
TMED2	0.43546
CD1E	0.43553
EEF1AKMT1	0.43554
RPGRIP1L	0.43555
DMRTA1	0.43557
GAS2L3	0.43564
RUFY1	0.43574
NLRC5	0.43574
ASPM	0.43581
HSCB	0.43586
MATN2	0.4359
FAM71C	0.43594
SURF6	0.43599
S100A12	0.43606
SLC20A2	0.43607
NR4A1	0.43626
ARL16	0.43654
AEBP1	0.43657
TBC1D26	0.43664
CHMP4B	0.43667
RNASE2	0.43683
ACVR2A	0.43685
CCNF	0.43705
SMG6	0.43714
KLHL9	0.43734
CCP110	0.43741
PAPLN	0.43744
INTS9	0.43748
NANS	0.43748
MPC2	0.43752
PABPN1	0.43755
P2RX1	0.43756
WWC1	0.4376
ABRACL	0.43764
ZNF727	0.43769
ELP4	0.43769
ASB17	0.43786
ZNF750	0.43793
CSF3R	0.43812
ZNF490	0.43824
NBEA	0.43825
AURKA	0.43831
POU3F2	0.43838
NKAIN3	0.43841
SESN3	0.43843
NFU1	0.43855
CTSV	0.43862
SH3RF1	0.43864
ZNF383	0.43869
C5orf63	0.4387
OR5H15	0.43886
MTCL1	0.43892
PIH1D2	0.43893
SMAD6	0.43899
SUPT16H	0.43914
NSUN7	0.43915
SRL	0.43918
CTDSP1	0.4392
TBR1	0.43928
PRSS54	0.43935
C10orf82	0.4395
LYPLA1	0.43952
KCNH6	0.43984
MED18	0.43985
FGF6	0.43995
WDR43	0.44001
UAP1L1	0.44003
ADAMTS10	0.4402
AMY2A	0.4403
PIAS4	0.44032
FAM210B	0.44054
GOLGA8H	0.44067
OR5B21	0.44076
USHBP1	0.44076
SOX1	0.44077
FAM129C	0.4408
RRAGD	0.44083
TECTA	0.44084
ASGR2	0.44091
ZFAND3	0.44106
MRGPRG	0.44107
EMX1	0.44117
SCGB3A1	0.4412
WFDC1	0.44138
NDUFAF2	0.44152
RWDD4	0.44154
RPLP0	0.44156
KLHL17	0.44169
KRTAP5-2	0.44184
ARHGAP17	0.44186
TUBB8	0.44193
MDGA1	0.44196
ZNF568	0.44203
HEY1	0.44206
DLGAP2	0.44229
GZMB	0.44232
TMEM132E	0.44233
OR8G5	0.44238
POLR3H	0.4424
RTKN	0.44249
SSR2	0.44254
SCN5A	0.44256
HAVCR2	0.44258
ERP44	0.44266
PRR12	0.44289
GANC	0.44299
ATXN3	0.44308
SEC23A	0.44309
OR4D10	0.44311
AKT2	0.44311
IST1	0.44315
SLC46A1	0.44315
UCMA	0.44318
COG3	0.4432
PPP2R1B	0.44327
TMEM229B	0.44329
CISD3	0.44343
ENPP2	0.44346
CX3CR1	0.44364
ADGRF2	0.44373
CSAD	0.44385
ATP6V1C1	0.44393
ZNF197	0.444
TMEM60	0.44405
SPICE1	0.44407
OR8H3	0.44416
KCNK17	0.44421
TRIM64	0.44421
IL17RD	0.44424
ZNF660	0.44443
KDM4E	0.44447
TM9SF4	0.44448
ANK3	0.44452
IL9	0.4446
S100A7A	0.44465
SKIL	0.4447
SIPA1L1	0.44471
YLPM1	0.44473
SHC1	0.44478
GPR78	0.4448
KLC1	0.4448
PRDM5	0.44481
CGRRF1	0.44486
CAMKMT	0.44488
MAPKAP1	0.44497
DNM1L	0.44523
GTSCR1	0.44533
IQCE	0.44535
PITHD1	0.44539
BTAF1	0.44545
LRRC71	0.44548
BBS12	0.44557
RPL37A	0.44569
DNASE1L2	0.44571
ACTA1	0.44594
HNRNPU	0.44597
GLRX5	0.44607
RAD9B	0.44615
GAS2L2	0.44615
ADAM30	0.44617
KRTAP19-3	0.4462
GRIA2	0.44621
LIPN	0.44621
FBXO17	0.44634
PHRF1	0.44648
ZNF605	0.44654
WDR45B	0.44656
KNOP1	0.44657
CCDC27	0.44658
COLEC11	0.44675
OGN	0.44699
MTRNR2L3	0.44702
ADCK5	0.44703
FLRT1	0.44706
HASPIN	0.44756
IGDCC4	0.44757
PPP6C	0.44763
DAAM2	0.44764
TEX26	0.44766
HRH3	0.44769
LTBP3	0.44781
HOXB6	0.44782
RETREG3	0.44783
RASD2	0.4479
EMC1	0.44794
GSTA3	0.44794
OR2AT4	0.44803
PIK3AP1	0.44817
CA2	0.44818
ROCK2	0.44829
COL27A1	0.44832
UBOX5	0.44836
AZIN1	0.44837
RXFP1	0.44843
EIF3M	0.4485
KPNA5	0.44875
UBXN11	0.44876
INTS4	0.44882
CDAN1	0.44883
IRF1	0.44898
ZNF563	0.44926
OVCH2	0.44933
GIMD1	0.44944
SPATA1	0.44949
VAMP8	0.44949
PRPF40A	0.44954
MNDA	0.44957
RC3H1	0.44963
L3MBTL1	0.4497
GBP1	0.44974
ALKAL2	0.45002
SLC51B	0.45002
NDUFA3	0.45002
POMZP3	0.45005
ZNF524	0.45005
ZNF17	0.45012
RHBDL3	0.45014
RPH3A	0.4502
COX7C	0.45025
DEFB125	0.45049
ZCCHC24	0.45058
ADGRD1	0.4508
PSG7	0.45082
TMCC3	0.45085
TEX44	0.45088
ARPP19	0.4509
LRRC40	0.45095
ATAD3C	0.45099
PPDPF	0.45099
BMP2K	0.45116
SPINT1	0.45135
EPG5	0.45147
SPIB	0.45153
THBS4	0.45159
SEMA4A	0.4517
IVD	0.45197
OR5T3	0.45209
NXF1	0.4522
GPALPP1	0.45221
SLC22A18	0.45224
PAGR1	0.45224
CERS2	0.45231
EFCAB5	0.45234
SCOC	0.45235
NUP188	0.45249
WRB	0.45267
ITGA5	0.45269
PIANP	0.4527
PANX3	0.45273
CD33	0.45277
KAZALD1	0.45278
CLEC9A	0.45304
TOPAZ1	0.45307
HBEGF	0.4531
BMP7	0.45313
UHRF1BP1L	0.45338
APELA	0.45345
TMEM79	0.45349
SEMA3D	0.45351
GRK7	0.45354
FRG2B	0.45356
MTFR2	0.45369
PCDHB1	0.45378
DLX6	0.4538
MYO18B	0.45385
CEP135	0.45407
LAPTM4B	0.45413
ARL9	0.45414
IDNK	0.45417
CCND1	0.45421
NDUFB6	0.45425
ZNF609	0.45426
CRYBA2	0.45436
FAM111B	0.45449
MTERF4	0.45455
OAS2	0.45472
ABCB5	0.45478
HOMER3	0.45479
AGAP5	0.45482
TSEN54	0.45485
SERPIND1	0.45503
L2HGDH	0.45515
CDHR1	0.45518
C2orf78	0.4552
TSPO2	0.4552
TSNAX	0.45529
HOXC13	0.45531
POLD2	0.45536
DSCR4	0.45541
PKIA	0.45551
PAPPA	0.45551
SLC35F2	0.45555
FAM189A2	0.45556
MRFAP1L1	0.45562
ENTPD1	0.45563
SPDYE1	0.45566
JPH2	0.4557
CTNNA1	0.45574
AFTPH	0.45579
FECH	0.45585
FAM107B	0.4559
GPAT2	0.45593
PNKP	0.45594
CDC42EP4	0.456
PLPP2	0.45601
NELFB	0.45602
TIMM10B	0.45605
OR10A4	0.45612
ST3GAL5	0.45614
SLC25A33	0.45616
MTRF1L	0.45622
TRAPPC6B	0.45633
PATZ1	0.45634
FBXO45	0.45638
GREB1L	0.45638
FAM216B	0.4564
JRK	0.45643
CDK1	0.45652
CENPL	0.45656
RBFOX2	0.45667
FABP2	0.45669
IGSF9	0.45681
PLPPR3	0.45681
ITGA11	0.45698
PGM2L1	0.457
NR1H3	0.45707
TATDN2	0.45728
CCDC166	0.45732
IQSEC3	0.45741
RBMXL2	0.45756
GAA	0.45762
OR4C16	0.45764
HAND1	0.45771
GMPS	0.45773
KIAA0408	0.45779
ERCC8	0.45787
NPC2	0.45792
METTL26	0.45792
ERMN	0.45795
TRAF3IP3	0.45803
SOGA3	0.45803
ASB7	0.45815
PTCHD4	0.45821
ZBTB3	0.45823
BPIFB3	0.45835
CHD5	0.45837
NNAT	0.45866
FAM163A	0.45875
BDKRB2	0.45882
CSMD3	0.45883
FUT1	0.459
SLC2A1	0.45904
FIGN	0.45904
DECR1	0.45916
SEC61B	0.45917
NSF	0.45918
CMTR1	0.45934
C12orf80	0.45935
CECR2	0.45948
GCN1	0.4595
CCDC175	0.45957
ECM2	0.45966
SLC25A31	0.45983
GMNN	0.45984
BMPER	0.45994
C19orf18	0.46019
PAK5	0.46023
DEUP1	0.46025
GABRB2	0.46029
NEIL1	0.46032
MYOM1	0.46032
TNFSF11	0.4604
TMPRSS13	0.46042
NCR1	0.46059
ZNF300	0.46068
AK1	0.46072
MEPE	0.46082
HS3ST1	0.46087
OR5J2	0.4609
PDE6A	0.46102
CDK5RAP1	0.46114
CHP2	0.46115
IRF2	0.46124
OAZ1	0.46124
GPR35	0.46133
DNMT1	0.4614
ITPRIP	0.46143
CHRND	0.46144
EGLN3	0.46144
PIP5K1C	0.46144
PRR31	0.46149
SERPINE2	0.4615
THTPA	0.46151
NDUFS4	0.4616
MGAT4B	0.46191
MPHOSPH8	0.46196
SLIT1	0.46198
FAM86C1	0.46217
GFOD2	0.46218
MED20	0.4622
GDF3	0.4622
TMEM204	0.46227
MMP26	0.46236
SAPCD2	0.46242
TRAPPC9	0.46243
FLYWCH2	0.46258
OAS3	0.4626
TM9SF3	0.46261
NLRP5	0.46262
VPS53	0.46265
B3GAT1	0.46272
EIF2B1	0.46281
C22orf34	0.46283
DLAT	0.46284
MSRB1	0.46287
EIF2B4	0.4629
BRICD5	0.46309
MLLT1	0.46319
PMS1	0.46322
PRIM1	0.46336
PHB2	0.46344
MBTD1	0.46345
GFOD1	0.46346
CCDC149	0.46359
KIAA0391	0.46365
OR6V1	0.46366
PRAMEF12	0.46368
SMIM12	0.46368
UNKL	0.46377
GRIP2	0.46383
HSP90B1	0.46394
OR6B1	0.46399
ZNF791	0.46401
FCN3	0.46405
C19orf57	0.46406
KRTAP12-3	0.46407
MSANTD2	0.46409
STMN2	0.46423
KCNQ3	0.46423
FAM84B	0.46424
CLCNKA	0.46441
NDUFB9	0.46456
NAGK	0.46471
KBTBD2	0.46472
LHX5	0.46473
ARMC12	0.46505
PTCD3	0.46509
NXN	0.46523
DUSP11	0.46529
DKK1	0.46534
POM121	0.46542
GLIS2	0.46545
GPCPD1	0.46568
SSBP3	0.46593
CNTF	0.46593
RPL30	0.46603
ZBTB17	0.46609
LAPTM4A	0.46634
TNRC6A	0.46636
SRRM4	0.4664
RPE	0.46643
NIPAL3	0.46646
SNAP25	0.4665
PRR36	0.46659
FGL1	0.46663
PAH	0.46666
PROZ	0.46678
NGF	0.46689
BCL6B	0.46706
ABHD5	0.46715
MCEE	0.46729
EPHA4	0.4673
PHYH	0.46733
OR51F2	0.46751
ACADL	0.46756
RBM4	0.46757
C8orf33	0.46765
CD177	0.46769
CCDC83	0.4677
NEB	0.46772
LRRC70	0.46774
ATP5PF	0.46776
TBPL1	0.46778
EAPP	0.46795
TOP1	0.46808
GREM2	0.46811
OR5W2	0.46829
ZNF92	0.4684
DKK3	0.46846
AQP4	0.4685
PDCD2L	0.46854
HSD3B1	0.46862
ACTN3	0.46864
TBXA2R	0.46864
KRT83	0.46872
PPP1R7	0.46874
ACTL6B	0.46876
SRP72	0.4688
IQCF5	0.46881
RAB35	0.46887
CYP46A1	0.46904
HCAR3	0.46907
KCTD5	0.46907
ZIC2	0.46912
SCGB1D2	0.46919
GPR17	0.4692
MAP3K20	0.46936
DHRS1	0.46946
BOP1	0.46947
CNTROB	0.4695
PLXNA4	0.46953
TMEM63B	0.46969
DEFB1	0.46977
CARMIL2	0.46977
THOP1	0.46977
TPM4	0.46977
TMEM256-PLSCR3	0.46979
SLC25A42	0.46987
TMEM242	0.4699
USP17L19	0.46992
SLC30A4	0.46994
MRPL11	0.46995
SLC2A10	0.47008
KATNBL1	0.47017
DDX4	0.47025
GLRX3	0.47032
NDUFA6	0.47051
MMP7	0.47058
RNF130	0.47059
EVI5L	0.4706
TCEA1	0.47066
SLC6A12	0.47066
NDST2	0.47068
TFRC	0.47073
PTPN12	0.47074
SYNGR4	0.47081
ADNP	0.47081
OR52R1	0.47091
NMT1	0.47092
ZBTB37	0.47096
WDR89	0.471
TLL1	0.47107
USP15	0.4712
PPP1R12A	0.47127
CIPC	0.47128
TMEM189-UBE2V1	0.47133
NWD2	0.47134
DENND6B	0.47134
NISCH	0.47141
DCTN1	0.47143
NUMBL	0.4715
KHDRBS3	0.47173
MT1A	0.47173
CCDC158	0.47175
PSMD12	0.47182
CLEC17A	0.47183
SLC30A3	0.47197
HSD17B13	0.47198
PLCXD3	0.47208
ZYG11A	0.47215
CRYZ	0.47216
CGN	0.47222
EFCC1	0.47226
DBF4B	0.47226
SGSM1	0.47232
C17orf50	0.4724
HIF3A	0.47258
ROPN1B	0.47275
SSH2	0.47275
GALNT12	0.47284
SPINDOC	0.47285
SOD2-OT1	0.47289
ADAM9	0.4729
KLC4	0.47292
GRK3	0.47292
ITPR2	0.47295
FAM89A	0.47303
LCN9	0.47305
TMEM189	0.47305
DNAH8	0.4731
COL6A5	0.47317
PHB	0.47319
C16orf82	0.4732
CHMP4A	0.4732
PIGW	0.47324
FBXW5	0.4734
SIGLEC14	0.47348
ATP6V0A2	0.47367
FAM71F2	0.47395
RBM15B	0.47418
RBM34	0.47434
TSR1	0.47462
IL20RA	0.47464
PRKCB	0.47465
CLMP	0.47475
GZF1	0.4748
GCSAM	0.47486
IGF1R	0.47492
DENND2C	0.47508
SCN11A	0.47509
LRRC10B	0.47509
TYW5	0.4751
PPP1R15B	0.47512
C19orf48	0.47513
HCAR1	0.47515
PGLS	0.47516
PRSS23	0.47517
ACSF2	0.47518
PNPO	0.47535
UBA7	0.4754
OR8J3	0.47541
MLANA	0.47544
UGT8	0.47547
TECR	0.47548
NPAP1	0.47551
SPO11	0.47553
AKIP1	0.47558
EFCAB11	0.47562
ALAD	0.4757
SYNGAP1	0.4759
FAM135A	0.47605
AP3M1	0.47609
BMP6	0.47621
CDR2	0.47657
PDE7B	0.47669
SYNGR3	0.47671
PAK4	0.47698
GSTM3	0.47699
PEAK3	0.47706
ATP1A2	0.47711
CSK	0.47714
CCDC42	0.47715
GPR84	0.47717
PPM1B	0.47726
CDC14A	0.47728
IGF2BP2	0.47735
NXPH2	0.47736
ACBD3	0.47757
CCDC96	0.47765
SPIDR	0.47771
TBC1D14	0.47774
GOLGA1	0.47781
OR8H2	0.47784
TAF7	0.47786
RPS6KB1	0.4779
AQR	0.47791
RCC1	0.47809
TMC7	0.47813
STAU2	0.47817
MT1X	0.4782
UBE2S	0.47826
ANAPC4	0.47835
SDF2	0.47847
SHCBP1L	0.47852
LAMP5	0.47874
APOPT1	0.47877
GNLY	0.47882
KAT5	0.47903
OPRK1	0.47907
OR51B6	0.47914
ZMPSTE24	0.4792
DNAH17	0.4792
REEP1	0.47927
PIM3	0.47938
FETUB	0.47946
FHL2	0.47949
COL6A6	0.47949
SPATA5L1	0.47973
ZNF671	0.47982
YPEL1	0.47984
CHRM2	0.47991
TEX2	0.47993
SPAG1	0.48004
SNAPC1	0.48019
NTM	0.48037
PKLR	0.48039
B4GALNT2	0.48063
C14orf132	0.48064
TMBIM6	0.48068
SHANK2	0.48078
LINGO4	0.48091
LSP1	0.48098
RHOV	0.48108
OXT	0.48137
WDR7	0.48138
PDGFRA	0.4814
ENGASE	0.48141
ACTC1	0.48147
SELL	0.48148
CENPA	0.4815
SPATA6L	0.48153
EVC2	0.48161
PARP16	0.48164
FNDC4	0.48176
PPP6R2	0.48188
ACP5	0.48192
PAFAH2	0.48193
HSPA4L	0.482
VPS33B	0.48204
VWCE	0.48206
CPB2	0.48207
UBR7	0.4821
POLR2A	0.48226
RALGAPA1	0.48231
LDHD	0.48236
KATNB1	0.48238
TRMT44	0.4824
ZNF714	0.4824
PIEZO1	0.48246
PRSS12	0.48261
GPR20	0.48277
USH2A	0.4829
OR10H5	0.48293
STARD10	0.48302
CASP14	0.48303
TOP2B	0.48307
MEGF11	0.48308
NOC4L	0.48314
RABGGTA	0.48316
PTOV1	0.48321
CRYBG3	0.48322
PIMREG	0.48325
SLC31A2	0.48332
WDR25	0.48352
TMEM158	0.48356
PFDN2	0.48358
PPP2R3A	0.48358
TMEM117	0.48358
ENG	0.48359
ITGA2	0.48391
JPH1	0.48403
MYL7	0.48407
PHF7	0.48421
KLHL28	0.48436
PLG	0.48441
FBXO27	0.4846
ZNF865	0.48463
SEC14L4	0.48469
BAG5	0.48479
SPDL1	0.48482
KLRC2	0.48483
ZNF285	0.48483
EID2B	0.48489
BBS5	0.48493
DHX34	0.48505
ADAMTS8	0.48519
ATP10D	0.48528
EDRF1	0.48529
SLC10A1	0.48533
HNRNPH1	0.48549
BTG1	0.48556
SRD5A2	0.48573
ZNF829	0.48578
SPIC	0.4858
BIN1	0.48589
PROSER1	0.48594
FBXO38	0.48595
HPSE2	0.48598
TAF13	0.486
TAS2R5	0.48608
REP15	0.48609
DAPP1	0.48613
AKT3	0.48614
TMEM155	0.48618
OVCA2	0.48639
OR13C5	0.48647
ELMO3	0.48653
SH3GL2	0.48657
SCLT1	0.48665
FAM177A1	0.48669
CEP128	0.48674
AKAP1	0.48692
WDR37	0.48694
C7orf43	0.48705
LRRC37B	0.48735
KCNJ1	0.48736
TDRD1	0.48741
MAN2A2	0.48745
CFHR3	0.48746
GSG1L	0.48749
PATE1	0.4875
WISP3	0.48759
CCDC179	0.48765
NEUROD6	0.4878
ERV3-1	0.48798
HEXIM2	0.48799
MTMR7	0.48802
BLOC1S2	0.48828
PEAR1	0.4884
GPHA2	0.4884
NKX2-4	0.48843
HIPK4	0.48857
SIPA1L2	0.48859
NRG3	0.48859
USP17L24	0.48867
ABCA8	0.48877
CABP2	0.48883
HEATR9	0.48903
MTG1	0.48905
SUN5	0.48906
SNRPD3	0.48907
DUSP5	0.4891
FAM189B	0.48911
GEMIN5	0.48911
OR4A47	0.48914
WDR35	0.48915
HIVEP3	0.4892
YPEL2	0.48944
SYNPO	0.48949
TREM1	0.48964
DDA1	0.48965
AJAP1	0.48966
SIK1	0.48969
C11orf16	0.48973
PARPBP	0.48974
DDX50	0.48988
RABAC1	0.48997
MMP17	0.49004
SEC62	0.49011
TBC1D22A	0.4903
TRPM3	0.49031
CRELD2	0.49036
MAP4	0.49043
NRCAM	0.49058
NKAIN2	0.49075
MINPP1	0.4908
GDPD5	0.49092
CCDC140	0.49106
ZNF345	0.49106
METTL9	0.49115
AGGF1	0.49117
C10orf105	0.49117
CTNNBIP1	0.4912
DDX55	0.49132
MAML3	0.49148
FAT2	0.49162
RDH11	0.49172
BTNL3	0.49179
LRRC4C	0.49183
AMY1A	0.49191
SUSD2	0.49198
ASZ1	0.49201
C1orf112	0.49205
FGB	0.49207
CRTAP	0.49208
PTGIR	0.49218
SLIT2	0.49229
ASAH1	0.49233
ZFYVE28	0.49234
NUDT12	0.4924
RTL1	0.49248
URGCP-MRPS24	0.4925
BRD3	0.49256
PLA2G12A	0.49261
CAMKV	0.49272
SENP6	0.49276
MTSS1L	0.49285
SYNGR2	0.49289
FAM193B	0.49294
CBX2	0.49298
IMMT	0.49299
RPL3L	0.49315
LRP2	0.49318
ZNF343	0.49333
ERICH4	0.49337
SLC7A7	0.49341
ATG2A	0.49342
CRH	0.49361
DNASE2	0.49364
RPS14	0.49367
CD46	0.49376
BSN	0.49376
GPC5	0.49382
CDKAL1	0.49385
PPP2R5B	0.49403
OSBPL9	0.49404
NAV2	0.49409
RRAS	0.49409
MOCS2	0.49417
GSTCD	0.49419
DOK3	0.49421
AMMECR1L	0.49423
IKZF5	0.49424
FBP1	0.49439
UFL1	0.49452
PCDHB11	0.49456
OSGIN2	0.49471
ANAPC5	0.49471
MRVI1	0.4948
MPV17	0.49481
