GENE	RA
MUC5B	0.37394
MMP15	0.37408
GOT1	0.3741
GSTO1	0.37425
SYK	0.3743
STX8	0.37431
TUBB8	0.37435
C3orf38	0.37437
CXADR	0.37445
ABCA5	0.37452
AGTRAP	0.37455
GPALPP1	0.37456
TARM1	0.37456
RBL1	0.37465
MAGOH	0.37467
VIL1	0.3747
PAM16	0.37487
WASF2	0.37493
NMT1	0.37504
ADIRF	0.37512
SHISA6	0.37515
RFX5	0.3754
USPL1	0.37552
CD1D	0.37555
ZNF503	0.37559
USP12	0.37566
SNAPC1	0.37569
FPGT	0.3758
SPRYD3	0.37583
SMTNL2	0.37593
FARP1	0.37615
FAM221A	0.37625
SLC47A1	0.37625
MYO19	0.37627
ZFP37	0.3765
PPM1F	0.3765
SNX20	0.37664
GHRHR	0.37666
PLEKHO1	0.37679
PRKAB2	0.37682
MARC1	0.37682
LOC338667	0.377
YWHAH	0.37712
KLHDC10	0.37726
AMY2A	0.37732
PEBP1	0.37733
SPTLC2	0.37733
CAMKK2	0.37742
NR2E3	0.37747
OR7A17	0.37761
IFNLR1	0.37763
TUFT1	0.37763
RHBDL3	0.37768
YIPF3	0.37769
JAK2	0.37769
SLC2A14	0.37772
STYK1	0.37775
GTF2A1	0.37779
UGT2A2	0.37799
ISY1-RAB43	0.378
NHEJ1	0.37802
EPS8	0.37818
CORO6	0.37825
PHF5A	0.37829
CROT	0.37836
SIK1	0.37839
PLEKHG4B	0.37847
MAL	0.37852
KCTD18	0.3786
MARVELD2	0.37864
KIF9	0.37879
OR10J1	0.37885
ERVV-2	0.37885
KRT15	0.37889
FAM178B	0.37893
CAPZA3	0.37899
LOC101059906	0.37901
KDM2A	0.37901
RAMMET	0.37901
HOXC10	0.37911
KLRC2	0.37913
ARHGAP44	0.37918
C1orf56	0.37929
MYO9A	0.37936
ACTL6A	0.37938
NUP37	0.37939
LRRC55	0.37943
LGALS7B	0.37948
SNTG1	0.37954
HNRNPU	0.3796
TF	0.37965
OR10A6	0.37966
SELENOT	0.3797
PMP22	0.37975
VASH2	0.37979
C3orf36	0.37987
DUSP14	0.37987
APPBP2	0.37991
CEACAM4	0.37992
TTC21A	0.38001
VAPA	0.38002
SERPIND1	0.38012
SCN5A	0.38013
RPEL1	0.38014
MRPL16	0.38022
PPP1R32	0.38022
CAAP1	0.38029
ATG12	0.38034
IQCA1	0.38045
BHLHA9	0.38049
QRSL1	0.38054
TINF2	0.3806
ITFG1	0.3806
GBP1	0.38067
MFN1	0.3807
MED21	0.3807
KNG1	0.38088
CRYGN	0.38103
LRRC29	0.38106
SGO2	0.38108
TCEA3	0.38122
MSH6	0.38128
NRBF2	0.38133
SNTN	0.38136
TMEM206	0.38138
BAZ2B	0.38141
FAM208A	0.38143
MORC2	0.38149
LOC101927245	0.38151
STX19	0.38153
CD300LB	0.38153
SEMA6B	0.38154
NKTR	0.38163
SPATA21	0.38169
SNPH	0.38177
DECR1	0.38186
KRT36	0.38188
SPTLC1	0.3819
NET1	0.38203
ZNF687	0.38204
LOC101927824	0.3821
MRPS36	0.38218
VGLL2	0.38218
SPPL2B	0.38219
STX3	0.38223
NR0B2	0.3824
TOPAZ1	0.38251
ADCK5	0.38254
RXYLT1	0.38266
NETO2	0.38268
LAMC3	0.38275
TXNL1	0.38277
PHYHIP	0.38282
SMIM21	0.38289
PPOX	0.38294
PTPRZ1	0.38301
KIAA0100	0.38303
KCNQ3	0.38304
RBFOX1	0.38307
SNX6	0.38315
SLC25A24	0.3832
TTC24	0.3832
OR2A5	0.38323
ALG10B	0.38323
DUOX2	0.38333
PROM2	0.38349
BST2	0.38357
CSMD1	0.38369
GALNT6	0.38371
RBM14	0.38387
LHX2	0.38398
SELENBP1	0.38423
PPFIA3	0.38434
PRAM1	0.3844
DIRAS3	0.38445
R3HDM4	0.38447
NUDC	0.38464
NSD2	0.38464
PPP4R4	0.38464
RASGRF2	0.38469
TMC5	0.38482
UBE3B	0.3849
VPS18	0.38493
PCDHB4	0.38508
ZSWIM8	0.38512
IRF1	0.38515
TUBGCP5	0.38519
PLEKHA7	0.38526
CNTNAP4	0.38531
BPNT1	0.38533
POLR1C	0.38533
TEX261	0.38534
USP17L29	0.38537
CST3	0.3854
GTDC1	0.38546
GNPTG	0.38546
MTHFD1L	0.38552
ARNTL2	0.38555
SYNPO2L	0.38557
EIF4A1	0.38558
CRABP1	0.38564
TSEN54	0.38566
LIN28A	0.38578
GLP1R	0.38582
UNC5CL	0.386
RYBP	0.38603
TLL1	0.3861
ANKDD1B	0.38618
C8orf89	0.38618
FBXO38	0.3862
ADGRF4	0.38621
SLC22A2	0.38627
SLC38A3	0.38629
CTSB	0.38643
KLC1	0.38644
ARMH4	0.38656
CFAP44	0.38659
CCNT1	0.38661
VAC14	0.38667
GKN1	0.38668
SLC16A14	0.38673
LRRC2	0.38722
EIF3H	0.38729
RBM14-RBM4	0.38733
TEN1	0.3874
ZNF563	0.38753
KRTAP5-11	0.3876
RAD51D	0.38767
LIX1	0.38781
SIRPD	0.38784
TTYH1	0.38788
TAF4	0.38799
ANKRD23	0.38824
CNR2	0.3884
SSR2	0.38854
STT3A	0.38869
ICA1	0.3887
DGCR2	0.38878
POT1	0.38887
NDUFA12	0.38893
RPS17	0.38893
KCNE4	0.389
LCN15	0.3891
DCAF17	0.38918
ACR	0.38923
SERPINC1	0.38927
RPRM	0.38928
CXXC5	0.38929
MYO1C	0.38936
MRPS12	0.38938
ATRN	0.38939
ESCO2	0.38942
LAG3	0.38944
TNS2	0.38957
FKBP7	0.38979
RFXAP	0.3899
SLC38A9	0.38991
BSN	0.38994
TRBV20OR9-2	0.38994
VEGFC	0.39002
HSPBAP1	0.39004
RIIAD1	0.39009
FAM234A	0.39013
AHSA1	0.39016
ANKRD13D	0.3902
GDF10	0.39026
RBM19	0.39034
CALHM3	0.39036
KCTD10	0.39036
CCDC140	0.39047
RAB6D	0.3906
LOC101927147	0.39068
SUPT16H	0.39068
RGS9	0.39073
EVPL	0.39102
ACCS	0.39114
LOC101929206	0.39115
ZNF219	0.3912
CFHR3	0.39121
DUT	0.39137
ICE2	0.39151
GCSH	0.39161
GAS2L2	0.39161
RMND1	0.39165
TMEM60	0.3917
RPL30	0.3918
MON1A	0.39183
AP2A1	0.3919
PLA2G4E	0.39199
TTC29	0.39215
SERPINI1	0.39217
SEMA5B	0.39229
ATP5PB	0.3923
CYP26A1	0.3923
GCKR	0.39234
TMEM37	0.3924
EVI2A	0.39242
SDF2	0.39243
PLA2G4A	0.39246
SF3A2	0.39249
TOX3	0.39254
CFAP57	0.39256
AKR1B15	0.39261
EIF4G1	0.39264
TANC2	0.39286
CLIC5	0.39287
SLC6A18	0.39291
ZNF467	0.39292
GLYATL2	0.39299
SDCBP2	0.39305
DTD1	0.39315
DBX2	0.3932
WRN	0.39333
RFLNA	0.39335
ZNF800	0.39338
ZDHHC5	0.3934
WDR77	0.39345
SLC13A1	0.39349
BIVM	0.39352
GREB1L	0.39352
CATSPER3	0.39369
KLHL28	0.39379
ZSCAN5A	0.39386
PAX7	0.39391
IQCJ	0.39392
CLCNKB	0.39394
CGB8	0.39395
EXO1	0.39396
POMZP3	0.39396
OR10A5	0.39402
PARVB	0.39412
MCHR2	0.39416
TAS2R7	0.39419
FAM13C	0.39432
RAB30	0.39432
HMGN2	0.39438
FHL5	0.39442
DZIP1L	0.39455
NR1D2	0.39456
RNF24	0.39482
FAM230A	0.39487
TRIM46	0.39511
PYROXD2	0.39517
ENGASE	0.39517
PRUNE1	0.39524
MMAB	0.39524
TRH	0.39531
PCDHB5	0.39534
RIPPLY3	0.39538
SUCLG1	0.39556
FCRL6	0.39561
CPSF7	0.39581
DPYSL3	0.39582
ARL4D	0.39588
DNAJB4	0.39594
SLC6A4	0.3961
CALHM2	0.39617
CDH13	0.39621
ST3GAL6	0.39623
ROCK1	0.3963
TEDDM1	0.39631
L3MBTL1	0.39636
KIAA1549L	0.39641
KHDC3L	0.39643
MFAP3	0.39646
TCP10	0.39646
TREML2	0.39647
SYT8	0.39657
RRP1	0.39659
SSH3	0.39661
NTPCR	0.39672
HOXC11	0.39673
SEM1	0.39679
MAATS1	0.3968
CDC14B	0.39684
ITSN2	0.39693
SMARCAD1	0.39697
PTGFR	0.39699
LOC441155	0.397
PPIL1	0.39708
POLM	0.39709
GIF	0.39711
MYOM2	0.39722
FCHSD2	0.39725
DHODH	0.3973
VPS4B	0.39742
CDK5R2	0.39757
ZFAND2A	0.39765
MUS81	0.39777
GRM1	0.3978
SOS1	0.39785
SLC35C1	0.39785
GPC5	0.39788
OXNAD1	0.39793
MRNIP	0.39816
OR4C11	0.39823
AGMAT	0.39825
LAT2	0.39827
ATP1A2	0.39831
FAM98C	0.39843
OR6V1	0.39846
VEGFA	0.39855
IQCF6	0.39856
FUBP3	0.39856
SSTR5	0.39873
MTURN	0.39882
DPH7	0.39887
CCT8L2	0.39909
HMBOX1	0.3992
PRAMEF11	0.39933
FAM47E-STBD1	0.3994
WBP2NL	0.39945
IMMP1L	0.39947
THBS4	0.39954
PUS3	0.39955
ZNF320	0.39969
PRSS12	0.39977
CNTN1	0.4
ERV3-1	0.40009
PLPP1	0.40012
TMEM114	0.40012
LRFN2	0.40014
RFWD3	0.40016
ODAM	0.40017
SUCLG2	0.4003
NKX2-4	0.40033
SLC41A2	0.40047
XDH	0.40052
FAM78B	0.40054
CCDC125	0.40065
TAS2R8	0.40083
UMAD1	0.40085
SPRYD7	0.40092
ZNF385A	0.40099
C16orf78	0.40099
XPOT	0.40101
CASP4	0.40102
ZNF780A	0.40107
COX4I1	0.4011
LZTS2	0.40128
NIPAL3	0.40133
KRT79	0.40137
EMC7	0.40137
GPM6A	0.40157
LONRF1	0.40161
KIF21A	0.40167
ZNF852	0.40169
TBC1D1	0.40176
HOXC12	0.40184
OR2S2	0.40195
RND2	0.40196
SLC26A2	0.402
LIX1L	0.4022
SORCS2	0.4022
RTRAF	0.40228
RHOV	0.40235
ZNF25	0.40236
CCDC43	0.40242
ASAH1	0.40254
DOCK4	0.40263
PITPNB	0.40268
VWA3A	0.40276
TNIK	0.40281
GALP	0.40288
OR56A4	0.40292
FBLIM1	0.40296
BANF2	0.40325
PARPBP	0.40329
UBR3	0.40332
RDM1	0.40338
SPSB4	0.4036
FBXO32	0.4036
HNRNPH1	0.40369
MAP2K6	0.40369
SUN5	0.40383
C9orf66	0.40386
SAMD9	0.40388
FABP2	0.40393
YLPM1	0.40406
HRC	0.40406
NOTO	0.40407
CLEC11A	0.40414
RRAGD	0.40416
VASN	0.40423
TREML1	0.4045
HTR7	0.40461
S100A3	0.40467
PFDN5	0.40467
GATA4	0.40474
STK38L	0.40478
OSTN	0.40483
COQ2	0.4049
FAM81B	0.40491
IL1A	0.40492
LLCFC1	0.40494
PTGIR	0.40505
SNX11	0.40511
HEPHL1	0.40514
CCDC87	0.40515
AMY1B	0.40518
CELF3	0.40525
FGB	0.40533
PAPPA	0.40536
UBXN10	0.40546
MPV17L	0.40547
MAP6D1	0.40554
RBM6	0.4058
AGFG1	0.40582
NID2	0.40587
LCP2	0.40588
MIGA2	0.4059
MN1	0.40594
GALNT4	0.40606
ROR1	0.40613
PABPC1	0.40614
KANSL2	0.40617
WNT9A	0.40618
GCFC2	0.40619
GDF2	0.40626
CDC42SE1	0.40629
TRPV6	0.40632
QRFPR	0.40633
KIR2DL1	0.40633
MROH8	0.40636
DPYSL5	0.40638
CDC42EP3	0.40648
ZNF578	0.4066
MYH2	0.40677
ESD	0.40687
CDKL1	0.40694
SELENOS	0.40697
PKD1L3	0.40698
GGN	0.40701
DENND3	0.40703
EMP1	0.40705
KRTAP12-3	0.40714
ZKSCAN2	0.40716
TINAG	0.40723
TTLL11	0.40727
PGBD4	0.40736
CFL2	0.40737
CRY1	0.40747
RAB3D	0.40747
BAAT	0.40753
HOXB5	0.40755
CCDC39	0.40766
CYGB	0.40771
LUC7L3	0.40776
CAV3	0.4078
SRPRB	0.40783
SDHAF1	0.40789
NDUFAF2	0.40792
CNOT10	0.40793
OGN	0.40795
TM2D2	0.40797
BUD13	0.40798
GNAS	0.40805
TMEM207	0.40808
GPR153	0.40833
POC1B-GALNT4	0.40835
ETNK1	0.40837
KNSTRN	0.4084
VRTN	0.40841
CPNE2	0.40851
TBX15	0.40856
BRI3	0.40862
BBS4	0.40863
CYP4V2	0.40865
LOC101926982	0.40867
FUCA1	0.40879
RBM4B	0.40879
ZNF750	0.40879
ACOT11	0.40886
ABTB2	0.40897
NUDT4	0.40907
MAPRE2	0.40911
LOC101929373	0.40912
DPM1	0.40914
FNDC8	0.40915
GIMAP6	0.40934
PHKG1	0.40938
WWOX	0.40941
DKK4	0.40943
FBXL12	0.40949
C21orf58	0.4095
DCP1B	0.40957
SNX1	0.40983
SARS2	0.40984
SPRN	0.40994
KLHL31	0.41
C6orf118	0.41007
SRRM4	0.41014
SARS	0.41016
DHCR7	0.41016
GBA3	0.41018
WASHC3	0.41022
LOC283278	0.41026
VCAN	0.41034
SRSF6	0.41035
FAT2	0.41036
ZNF735	0.41041
IPO7	0.41041
TCTN3	0.41051
TBL1XR1	0.41052
DHFR2	0.41068
NFE2L3	0.41072
RBM4	0.41072
OR4D2	0.41089
CALML3	0.411
AGPAT4	0.41102
IGIP	0.4111
B3GALT5	0.41114
HCAR3	0.41121
HERC5	0.41122
RBM5	0.41126
INCENP	0.41138
LOC101929355	0.41141
SAV1	0.41147
WNT11	0.4115
RAB4B	0.41166
OAS1	0.41174
SNAP23	0.4118
ZSCAN22	0.41181
TBRG1	0.41183
SEC24B	0.4119
ZNF492	0.41201
ARMC8	0.4121
TOGARAM1	0.41221
ENTPD1	0.41232
SPRED3	0.41244
SEZ6L	0.41244
MRPS24	0.41249
ZNF136	0.4125
LCN8	0.41255
PLA1A	0.41256
ZXDC	0.41272
PPP1CB	0.41273
SFXN5	0.41282
SASS6	0.41291
SNED1	0.41292
MT1B	0.41292
ALPP	0.41293
LHX4	0.41296
SMAD6	0.41302
BPIFB4	0.41304
HDHD3	0.41305
AFG1L	0.41324
RBM11	0.41324
PRR31	0.41329
MVK	0.41332
IKZF5	0.41338
HSD17B6	0.4134
MAPK15	0.41341
MVB12A	0.41367
TMX3	0.41371
LYG1	0.41381
C18orf32	0.41392
AKNAD1	0.41402
C17orf50	0.41402
SPATA31D3	0.4141
SPICE1	0.41411
PRKDC	0.41415
ID4	0.41419
ERI2	0.4142
TMEM200B	0.41425
KCNJ8	0.41432
DDX25	0.41435
KRTAP12-2	0.41442
SP5	0.41443
FRMPD1	0.41453
NHLH1	0.41479
CNTD2	0.41482
FBXL2	0.41483
SPATA1	0.41484
UBL5	0.41489
PJA2	0.41492
FABP1	0.41494
KLHL3	0.41498
CENPP	0.41505
SPAG1	0.41507
AKAIN1	0.41509
CYP2F1	0.41511
MAP1LC3A	0.41526
LDAH	0.41539
SRR	0.4154
UBAC1	0.41542
PLSCR4	0.41543
KIAA1211	0.4158
WDR63	0.41587
TTC22	0.41599
MRPS5	0.416
TRMT44	0.416
E2F8	0.416
CTSF	0.41611
CLEC17A	0.41624
FGFBP2	0.41636
CLIC6	0.41638
GML	0.41639
ABI3BP	0.41642
SETBP1	0.41646
LOC391322	0.41649
NKAIN3	0.41661
LILRA3	0.41664
ZNF671	0.41664
BMP6	0.41677
TNNI2	0.41679
DYNLRB1	0.41687
PRKCD	0.41706
ARHGAP17	0.41708
HAS1	0.41709
CTU1	0.41711
WNT5A	0.41726
UBE2G2	0.41727
DMAC1	0.41732
NBPF3	0.4174
CREB3L1	0.4175
SRSF12	0.41779
GOLGA8B	0.41788
BNIPL	0.41801
ERCC6L2	0.41813
GOSR2	0.41816
BEND7	0.41825
ZNFX1	0.41826
OR2AT4	0.4183
FAM189A2	0.41835
STX17	0.41842
ZNF766	0.41846
GSTT1	0.41859
BCL7B	0.41865
NUAK1	0.41875
LRRC7	0.41885
CFAP298	0.41894
CLEC10A	0.41897
RPL27	0.419
C12orf4	0.41903
DHRS4L2	0.4191
EAPP	0.41912
KNCN	0.41913
SCLT1	0.41922
LOC100505570	0.41925
FSD1L	0.4193
CCT6B	0.4193
KLKB1	0.41956
TMEM202	0.41958
SNRPB	0.41969
FAM171A1	0.41973
ARMH2	0.41981
SMU1	0.41981
RAPGEF1	0.41981
ZMYND8	0.41982
YWHAQ	0.41986
CEP162	0.41992
CCDC89	0.41993
FANCM	0.42001
DDHD1	0.42015
HERC3	0.42021
ANKRD24	0.42022
SUSD2	0.42025
FBXO39	0.42028
CUL3	0.42033
GFRA1	0.42035
SARAF	0.42052
KMT5A	0.42054
SYCE1L	0.42057
MOB3B	0.42061
ANKRD13C	0.42063
KRTAP12-1	0.42069
ZNF638	0.4208
SYTL2	0.42082
MECOM	0.42091
CA3	0.42093
MGAT5	0.42106
CEP170B	0.42106
AATK	0.42106
NPSR1	0.42108
BTD	0.42112
USP21	0.42113
GKN2	0.42118
FBLN5	0.4212
YIPF5	0.42131
GDPD5	0.42133
ANPEP	0.42138
IFI35	0.42141
MRPL3	0.42143
BPIFB2	0.42148
MMP11	0.42162
LOC81691	0.42165
FAM214A	0.42166
ECM2	0.42169
OR5D18	0.42216
HTR3E	0.4222
ELFN2	0.42223
MTDH	0.42227
SOWAHC	0.42232
PYGO1	0.4225
ISX	0.42253
OR2L3	0.4226
SLC9A4	0.4226
LMO1	0.42262
HKDC1	0.42263
PSMC3	0.42263
RRP15	0.42267
EVA1C	0.42268
PKD1	0.42271
WFDC2	0.42273
ZNF575	0.42283
PPP1R2	0.42296
ETAA1	0.42313
RPGRIP1L	0.42314
ULK3	0.42324
EFCAB3	0.42335
USB1	0.42336
ISLR	0.42353
CLCN1	0.42361
H2AFY	0.42375
NRBP1	0.42386
LOC101928728	0.42389
ATMIN	0.42391
OR4A15	0.42397
DLL3	0.42407
CPN2	0.42415
ZNF32	0.42423
NSMF	0.42424
KREMEN1	0.42425
RNF4	0.42435
ROCK2	0.42438
C9orf92	0.4244
KRTAP10-12	0.4244
RNF166	0.42459
PRR12	0.42461
ACMSD	0.42465
MEX3D	0.42468
RSU1	0.42469
CHCHD10	0.42472
CBX1	0.42474
MLLT11	0.42475
INSM1	0.4248
OSBPL11	0.42486
SNRNP35	0.4249
CLCNKA	0.42495
INTS4	0.42533
SEC61G	0.42535
TRIB2	0.42538
ABHD5	0.42541
PPP1R13L	0.42549
DPH2	0.42555
LSM1	0.42565
UTP18	0.4257
OXT	0.42574
HSPB7	0.42579
CEP350	0.42591
C2orf54	0.42596
RNF133	0.42621
IARS2	0.42625
CNTN6	0.42634
COL6A5	0.42639
SMCO2	0.4265
POLD4	0.42655
C4orf3	0.42665
ATP6V1H	0.4267
TMEM208	0.42673
NOSIP	0.42689
DHX9	0.42696
C1QL4	0.42696
TRPV5	0.42705
IGLL1	0.42705
GEMIN5	0.42707
TOP2B	0.42711
LEMD1	0.42728
SSR1	0.4273
TTN	0.42735
SLC9A1	0.42742
FAM151B	0.42745
MCAM	0.42749
CCKAR	0.4275
NDUFA8	0.42754
TRMT5	0.42757
NBN	0.42766
KRT35	0.4278
MTSS1	0.42791
SEC24C	0.42802
GLP2R	0.42805
FLJ45513	0.42808
SPINT4	0.42827
DGKE	0.4283
HAVCR2	0.42833
CCS	0.42835
OSTC	0.4284
TDG	0.42845
SERGEF	0.42848
TMEM33	0.4286
R3HDM1	0.42874
GNAI2	0.42875
MBD3L2	0.42878
OR51B4	0.4288
MST1R	0.42881
RPL17-C18orf32	0.42884
C7orf33	0.42888
L2HGDH	0.42898
CPSF6	0.42899
PUF60	0.42919
HADHB	0.4292
MEIOC	0.42938
PAK1IP1	0.42942
OR5L2	0.42944
MAPK11	0.42964
NICN1	0.42966
ACO2	0.42966
ACTR3	0.42975
SGSH	0.42978
FASTKD2	0.42984
BCR	0.42984
STK32B	0.42995
UPF2	0.42999
ANKRD28	0.43002
ESM1	0.43003
DCP2	0.43003
DOCK6	0.43005
PLEKHA3	0.43006
SPART	0.43015
TUSC1	0.43019
RPL28	0.4303
NUDT21	0.43047
FOXQ1	0.43049
NSUN3	0.43066
USP17L28	0.43066
TUBA1A	0.43067
LLGL2	0.43073
TEDC2	0.43076
NCSTN	0.43079
GGT6	0.43084
C19orf18	0.43094
FIGN	0.43095
STK31	0.43099
PDSS1	0.43099
ENAH	0.43116
RUNDC1	0.43134
FCGBP	0.43166
ODAD2P1	0.4318
UBE2C	0.43181
COL11A1	0.43182
RBM42	0.43185
CTNNA1	0.43195
CGGBP1	0.43201
FAXDC2	0.43202
KLK5	0.43205
SOHLH1	0.43214
OCLN	0.43227
CCDC83	0.43231
NLRC3	0.43232
ALAD	0.43235
BABAM2	0.43238
JAML	0.43239
PSIP1	0.43244
UBQLN3	0.43247
KRTAP20-1	0.43256
TAS2R9	0.43291
HAAO	0.43297
CLTB	0.43301
ADGRA1	0.43301
SLC13A5	0.43307
C20orf202	0.43314
HAPLN3	0.4332
C3orf79	0.43324
KCNV2	0.43324
KRTAP12-4	0.43336
OAZ3	0.43345
KRT32	0.43351
DES	0.4337
NKIRAS2	0.4337
PDGFRA	0.4338
ICAM2	0.43382
CDRT15L2	0.43387
CYTH3	0.43396
LGALSL	0.43403
PHIP	0.43404
BASP1	0.43413
LPIN2	0.43413
KCNJ3	0.43416
FUT11	0.43416
CENPN	0.43416
ZNF283	0.43431
TOMM7	0.43432
DPP10	0.43452
PAPLN	0.43453
OR13J1	0.43464
SRSF11	0.43466
UBE2I	0.43486
ZNF547	0.43486
DUSP2	0.43488
LOC101929601	0.4349
MMP28	0.43492
LTBP2	0.43499
LRRC10B	0.435
COMMD9	0.43515
SLC38A11	0.43521
STARD10	0.43522
LGALS9B	0.43525
ZNF541	0.4353
SCRT2	0.43532
ZNF514	0.43533
PPP6C	0.4355
FZD2	0.4356
EVC2	0.43581
C17orf67	0.43586
CTDNEP1	0.43589
ARRDC3	0.43594
IGSF6	0.43597
ZFAND6	0.43598
HPS4	0.43598
UBXN11	0.43604
PTGES3L	0.43618
OR9A2	0.43621
ZNF287	0.43629
TBC1D16	0.43633
ARFGEF3	0.43643
STK40	0.4365
CHRNB1	0.43667
TYW3	0.43671
HK1	0.43671
GZMK	0.43683
ZNF827	0.43686
YTHDF3	0.43694
KANK1	0.43702
IFI44L	0.43707
HEPACAM2	0.43715
MDH1B	0.43716
CHCHD1	0.43716
C2CD4B	0.43716
HEG1	0.43721
IRGM	0.4373
TTC23	0.43735
RAD21L1	0.43737
FANCF	0.43743
TRARG1	0.43748
STMN2	0.43751
ACBD7	0.43756
ASGR2	0.43757
NRL	0.43763
ASPM	0.43785
PRCP	0.43801
NPAS1	0.43804
FAM219B	0.43806
SEMA3E	0.43811
PCBP2	0.43819
PHACTR4	0.43836
C10orf71	0.43851
PRNP	0.43852
OR2W3	0.43854
NIT1	0.43856
SELENOI	0.43859
CA2	0.43865
SLC39A6	0.43865
ABHD2	0.43868
SRSF4	0.43869
KIF13A	0.43877
CPLX3	0.43877
NRG3	0.43883
CAMK2N1	0.43895
TENT5B	0.43898
PRPF39	0.43907
CRYZ	0.43908
GAS1	0.43908
ATL2	0.43909
MED10	0.43921
CRYBG2	0.43929
GPR137C	0.43934
CAPN11	0.43948
PPP6R3	0.43951
NDUFB2	0.43954
NUDT16	0.43966
TRIM8	0.43966
LILRB2	0.43976
PRRG2	0.43979
ZNF154	0.43983
CLASP1	0.43984
IGDCC3	0.43991
PRAC2	0.43991
ISL1	0.44004
GPD2	0.44011
CPED1	0.44016
KRTCAP3	0.44018
PLD2	0.4402
DCTN1	0.44033
NCK2	0.44037
NTN3	0.44048
LHFPL5	0.44049
TAS1R1	0.44053
AFF1	0.44053
FAM163B	0.44054
CRISPLD1	0.44059
RNF216	0.44067
CMKLR1	0.4407
CRHBP	0.44079
BAG4	0.4408
PI4K2A	0.44113
LRIG2	0.44122
ERCC8	0.44139
AMT	0.4414
WDR75	0.44149
FAM204A	0.44154
CALB2	0.44154
C8orf86	0.44159
LOC101927853	0.44162
EPYC	0.44164
LRRC57	0.44167
ACAA1	0.4417
NUDT12	0.4417
TMEM74B	0.44176
SH3TC1	0.4418
HABP2	0.4418
OGFR	0.4418
CDCA7	0.44185
ELOA3DP	0.44201
MTERF4	0.44205
CA4	0.44213
ANKRD36C	0.44217
MOGAT1	0.44219
BIVM-ERCC5	0.44236
NAP1L5	0.44242
PMEPA1	0.4425
C12orf73	0.44253
ARHGAP12	0.44256
FUBP1	0.44259
CNOT8	0.44272
RNF8	0.44272
ACY3	0.44277
KCNMB3	0.4428
PLD1	0.44282
ELFN1	0.44286
SLC16A9	0.4429
MRPL9	0.44299
MARK1	0.4431
ERP44	0.4431
CHEK1	0.44311
NTSR2	0.44317
SPATA17	0.44326
LFNG	0.44326
SERPINH1	0.44331
TENT5C	0.44339
ZNF845	0.44355
HERC6	0.44357
ORAOV1	0.44357
HAUS2	0.44364
GPRC5A	0.44367
EIF3M	0.44383
CASD1	0.4439
SHISA4	0.44393
KRTAP1-5	0.44394
FLOT2	0.44396
CDH10	0.44404
KCNK15	0.44416
MORN5	0.44417
THRB	0.44422
ZNF830	0.44426
LOC101927989	0.44426
FPR2	0.4443
RAB23	0.44434
RPS6KA5	0.44444
TBC1D22A	0.44448
KLF1	0.44461
GDNF-AS1	0.44464
CTAGE8	0.44478
SERHL2	0.44478
SMIM3	0.44479
HEATR9	0.44479
REEP6	0.44483
TTC9B	0.44483
ADGRE3	0.4449
CDKN2AIP	0.44495
IGFBPL1	0.44505
MAP6	0.44524
SV2B	0.44548
TBCEL	0.44549
FAM71C	0.44553
DTX1	0.44554
OR10H3	0.4457
MARCH11	0.44578
PLA2G6	0.44595
SEMA3B	0.446
PTF1A	0.44615
CTXN3	0.44626
LOC101928722	0.44626
TRMT10B	0.44629
CYB5RL	0.44641
HHLA3	0.44656
VDAC3	0.44663
ZFAND3	0.44666
F2RL3	0.4467
RAD21	0.44673
TARSL2	0.44674
ITGA2B	0.44676
KRT75	0.44679
FIBIN	0.44686
SPCS3	0.44689
APOA5	0.44689
ZNF404	0.44695
LOC100505841	0.44696
ARL14EPL	0.44698
ANKRD2	0.44703
FAM131A	0.44707
SSH2	0.4471
CRADD	0.44714
TMEM106A	0.44717
IFT172	0.44721
NECAP2	0.44733
RETREG3	0.44734
NEK7	0.44741
ZKSCAN7	0.44746
DGKD	0.44754
TBX19	0.44756
SHISA5	0.44757
TLDC1	0.44762
RASSF7	0.44763
C17orf100	0.44764
CHST9	0.44775
BACE1	0.44776
ITPRIPL2	0.44779
TAAR2	0.44783
CTU2	0.44786
PSMD6	0.44787
SNX18	0.44791
TRAP1	0.448
SMAD7	0.44811
PZP	0.44826
CR2	0.44827
UBAP2	0.44831
NOL11	0.44838
MAJIN	0.44844
TMED2	0.44864
EEF1AKMT1	0.44876
PRICKLE2	0.44879
ARHGEF4	0.44886
SIPA1L2	0.44887
MLKL	0.4489
CELA3B	0.44913
NEDD4	0.44917
PDE11A	0.44935
JPH2	0.44935
MAGEF1	0.44942
CLIP2	0.44949
TIGD2	0.44955
MAP3K14	0.4496
RTP4	0.44966
WNT16	0.4497
VN1R5	0.44984
NIPSNAP2	0.44985
RPS8	0.44991
MFSD4B	0.44997
PRIM1	0.45013
DRAM1	0.45015
CLCF1	0.45025
SLC39A13	0.45027
TMPO	0.45041
GDE1	0.45043
PLVAP	0.45048
ZNF609	0.4505
NBEA	0.45052
MYD88	0.45066
ETHE1	0.45067
SEL1L	0.45074
ACKR3	0.4508
LHX8	0.45086
PLXNB2	0.45094
CLUL1	0.45103
SPDYE1	0.45113
MPND	0.4512
KRR1	0.45126
PKIA	0.45129
CDK3	0.45134
STT3B	0.45135
LYZL6	0.45141
PPP2R3C	0.45144
PHF21B	0.45148
HRAS	0.45155
INTS12	0.45158
