GENE	RA
THBS2	0.3662
DPYSL4	0.36629
HHLA1	0.36636
CCDC43	0.36636
RNF8	0.36637
GIMAP8	0.36643
FAM151A	0.36644
SLC5A4	0.36644
PCDHB12	0.36647
PAPSS2	0.36651
EFCAB11	0.3666
MMP28	0.36669
STOX1	0.36674
RTL10	0.36674
MYL5	0.36676
GNG3	0.36693
ACOT4	0.36707
CAMKV	0.36714
CYTH3	0.36714
AP2M1	0.36716
C22orf34	0.36717
BLOC1S4	0.36756
PSG1	0.36773
SIGLEC9	0.36795
NKD1	0.36799
PRR31	0.36805
ZNF80	0.36807
C18orf32	0.36811
REXO1	0.36827
ECM2	0.3683
PTGDS	0.3683
DHFR2	0.36864
C11orf91	0.36867
APOBEC3F	0.36867
GSTO2	0.3687
BBS4	0.36879
C4orf3	0.3689
TIGD1	0.36895
UPF2	0.36912
ZNF35	0.36928
NODAL	0.36928
OVCH2	0.36928
SCARF2	0.36941
GAREM1	0.3696
ST8SIA3	0.36965
IFT74	0.36971
SLC36A3	0.36973
SRPRB	0.36981
GRM8	0.36984
TBC1D9B	0.36985
CFTR	0.37001
SSFA2	0.37004
SLC25A18	0.37006
LARP1B	0.37007
ARFIP1	0.37009
DPYSL3	0.37014
SPATA5L1	0.3702
GNMT	0.37028
TAAR5	0.37032
SEC22A	0.37045
CDH13	0.37048
CD59	0.37055
PIAS2	0.37057
CCNA1	0.37067
THUMPD3	0.37074
CFHR3	0.37078
OR9I1	0.37087
IRAK1BP1	0.37097
AGO2	0.37101
C1orf123	0.37109
CEP83	0.37118
CCT8L2	0.37118
ZNF343	0.3712
TBCEL	0.37145
NEB	0.37146
MT1A	0.37161
MARCH11	0.37182
OR2C3	0.37185
KRT19	0.37187
C16orf46	0.3719
TNNC1	0.37211
TBC1D3D	0.37212
CYP4B1	0.37222
INVS	0.37222
PGAM2	0.37223
SNX22	0.3723
WSB1	0.37252
OR2T4	0.37266
TRAIP	0.37269
KIAA0391	0.37276
TMEM233	0.37278
HOGA1	0.37279
OR4F4	0.37287
SRSF4	0.37292
FDCSP	0.37294
INTU	0.37304
RFX5	0.37312
DCAF8	0.37323
HOXC11	0.37329
CNDP2	0.37352
PLCB4	0.37354
MZT2A	0.37355
MCHR2	0.3736
C1GALT1	0.37363
APOBEC3G	0.37367
CLPS	0.37377
MAL	0.37411
FAM131C	0.37437
VAV2	0.37437
BLCAP	0.37446
OR14C36	0.37449
LMO1	0.37449
SYT10	0.37471
TMEM150C	0.37472
CPB1	0.37473
GATA4	0.37478
ACADVL	0.3748
GRK7	0.37482
ZNF883	0.37485
EEPD1	0.3749
FGF22	0.37494
TNNI2	0.37495
HNRNPH1	0.37496
COMMD8	0.37528
TRIP12	0.37529
MEIG1	0.37531
ERP27	0.37531
CASP4	0.37534
MTREX	0.37537
SLC25A30	0.37538
DUOXA2	0.37551
TMCC3	0.37564
CALM1	0.37585
TEDDM1	0.37587
CDK18	0.37589
YBEY	0.37592
FOXRED2	0.37598
MINOS1	0.3761
SLC25A51	0.37627
RGS3	0.37642
SERPINE3	0.37644
CACNG5	0.37653
TSPYL5	0.3766
ZC3HAV1	0.3768
KLK8	0.37683
TCAIM	0.37696
SAMD11	0.37717
TPT1	0.37721
PLEKHG1	0.37733
CKM	0.37733
EPS8L3	0.37736
TUBD1	0.37737
RCE1	0.3774
OR8A1	0.37741
SIRT2	0.37744
ATP1B2	0.37747
IRF2	0.37763
UBA7	0.37768
SAMD14	0.37777
LRG1	0.37784
LACRT	0.37788
ZNF197	0.37795
SLC35C1	0.37797
GOLGA8M	0.37798
PPIB	0.37802
ALG3	0.37804
SMARCD3	0.37815
HES2	0.37819
FGD3	0.37825
ADGRG5	0.37846
ADAMTS14	0.37848
PLEKHA8	0.37851
NCOR2	0.37862
NHLRC2	0.37869
DNAJA1	0.3787
PRKCD	0.37873
KRT79	0.3788
SPATA31D1	0.37887
LIPN	0.37889
SUCLG1	0.37898
GLIPR1L2	0.379
MFAP3	0.37919
RRAGD	0.37924
CFAP57	0.37931
SEC23A	0.37934
MECOM	0.37944
CNNM3	0.37951
C10orf62	0.37957
SLC26A9	0.37964
TNFSF10	0.3797
NPIPB15	0.37985
KCNRG	0.38002
DNAJB11	0.38017
MOSMO	0.38017
FABP2	0.38036
AGMAT	0.38048
CBARP	0.38059
EMC10	0.38061
SLCO1C1	0.38062
HOXD8	0.38084
SEPT3	0.38092
METTL17	0.38107
TINF2	0.38112
ATP4A	0.38112
RBFOX2	0.38114
ZNF69	0.38118
GABRB1	0.38128
SCGB1A1	0.38133
ANGEL2	0.38136
SLCO1B7	0.38148
SPINT1	0.38159
PPP2R5D	0.38174
GLO1	0.3818
PIH1D2	0.38194
ZNF577	0.38195
DAW1	0.38209
IRF7	0.3821
TMEM205	0.38218
CATIP	0.38224
SPRYD3	0.38226
MEIOC	0.38232
SSTR5	0.38233
ACSBG1	0.38251
CENPL	0.38256
LRFN2	0.38262
CD1D	0.38277
MFAP3L	0.38308
SNRNP48	0.38324
SSH3	0.38324
FOXB2	0.38335
SSR1	0.38339
KDF1	0.38355
FBXO38	0.38355
CCDC159	0.38379
DRD4	0.38384
TLN1	0.3839
MEA1	0.38393
KIF12	0.38396
HSPB11	0.38397
GSTM5	0.38399
TAS2R10	0.38404
MARCH10	0.38408
LCN10	0.38441
HHIP	0.3845
SHANK2	0.38456
SLC22A15	0.38462
CPNE9	0.38464
INKA1	0.38472
IST1	0.38481
DDHD1	0.38513
LCN15	0.38515
RFC3	0.38525
PHRF1	0.38535
GABPA	0.38542
C19orf24	0.38543
LRRC8A	0.38548
CCDC155	0.3855
AGPAT4	0.38559
ZNF445	0.38568
PRAMEF4	0.38573
PHLDA3	0.38589
DMRTA2	0.38594
CLEC4A	0.38599
CEP128	0.386
PCDHB13	0.38601
TTC30A	0.38605
ATP6V0E1	0.38612
C2orf15	0.38613
DOLPP1	0.38613
MT3	0.38616
CNTN6	0.38622
ITFG1	0.38637
ARID3B	0.38648
MTURN	0.38661
LRRC7	0.38662
ADGRD1	0.38664
RNF113B	0.38666
WFDC2	0.38684
RFXAP	0.38686
TKTL2	0.38688
SERTM1	0.38699
OR2T6	0.38702
DCUN1D5	0.38712
PGBD5	0.38719
GPR32	0.3872
DTX4	0.38722
POLRMT	0.38731
KRR1	0.38748
URGCP-MRPS24	0.38749
PEA15	0.38752
TDP1	0.38753
DNM1L	0.38772
MIA	0.38776
SGCZ	0.38777
ESM1	0.38783
TMEM8B	0.38785
NSMAF	0.38786
MROH8	0.38796
VWA5B2	0.38801
FFAR3	0.38801
PPP3CC	0.38805
KRTAP12-2	0.38819
NOC4L	0.38827
GRB2	0.38836
ST8SIA4	0.38838
PEX6	0.38846
PI4K2A	0.38851
UGT2A1	0.38858
ABCA5	0.38859
ZNF844	0.38861
UBR5	0.38862
OR52N4	0.3887
SRP54	0.38886
OTOGL	0.38893
SRP72	0.38895
FAXC	0.38899
MCRS1	0.38913
MYOT	0.3892
FAM163B	0.3892
LANCL1	0.38925
DHRS4L2	0.38927
CTNNA1	0.38931
ITGA2B	0.38935
TM9SF4	0.38951
RRS1	0.38953
TMEM178B	0.38968
KCNK13	0.38981
ZBTB2	0.38983
TANC2	0.38991
COMP	0.38997
SENP6	0.38999
ERICH1	0.39
POLA2	0.39026
PDIA5	0.39032
CR1L	0.39036
SLC35F5	0.39042
RAB26	0.39051
SCRIB	0.39054
SEMA3E	0.39059
C2orf72	0.39082
SLC9A3	0.39093
ADAMTS3	0.39096
DDX51	0.39096
LCNL1	0.39121
DISP2	0.39121
XPC	0.39126
SH3GL2	0.39127
CC2D1A	0.39128
ABCC1	0.39133
RNASEK-C17orf49	0.39142
ZIM2	0.39149
MEGF11	0.39151
BAZ2B	0.39162
SERPINH1	0.39162
PABPC1	0.39173
GNS	0.39173
INA	0.39179
SLC11A1	0.39181
PEG3	0.39184
MMAB	0.39197
KDSR	0.39202
PSMC3IP	0.39221
CDHR4	0.39226
ZNF585B	0.39229
SYNGR4	0.39231
HRAS	0.39245
ZNF45	0.39266
ZDHHC5	0.39278
ST6GALNAC5	0.39284
RMND1	0.3929
DERL1	0.39299
ARID1B	0.39301
DUSP2	0.39305
SOX11	0.39318
DCANP1	0.3932
SNTA1	0.39324
SUSD2	0.39325
CUBN	0.39328
TREML4	0.39332
TIFAB	0.39347
ABI3BP	0.39354
TADA3	0.39359
TRPM6	0.39361
DPPA4	0.39369
NICN1	0.39377
SLC6A13	0.39382
A4GNT	0.39383
NARS	0.39391
PANX2	0.39408
DPP10	0.39409
LMO2	0.39409
MBLAC2	0.39416
RBM44	0.39427
PZP	0.39427
HTR1A	0.39442
CCL8	0.39442
R3HDM4	0.39444
STARD3NL	0.39456
DENND4C	0.39463
RBM18	0.39466
PI4KA	0.39473
ASAH1	0.39476
GCM2	0.39478
DNAH12	0.39484
LIN54	0.39486
TEX37	0.39491
OR2Y1	0.39495
CAMK2N2	0.39496
SMUG1	0.39508
DGKG	0.3951
DCTN6	0.39515
CCNT2	0.39518
TRMT6	0.39576
LEF1	0.39582
TTLL7	0.39597
ELMSAN1	0.39607
EFNA2	0.39614
MORC1	0.39618
DYRK4	0.39619
EVX2	0.39622
UQCRFS1	0.39637
PEX19	0.39647
ARSB	0.39653
TIPRL	0.39662
NCAPH2	0.39669
QRICH2	0.3967
RNF149	0.39671
HRCT1	0.39671
SERPINB10	0.39671
NOL10	0.39692
NOL9	0.39717
ZNF846	0.39717
DAOA	0.39718
ASPM	0.39739
DARS2	0.39744
SZRD1	0.39749
OAZ1	0.39761
AQP4	0.39763
RSPH10B	0.39772
IQCJ	0.39775
LARP7	0.39779
ZNF780B	0.3978
FAHD2A	0.39788
WRAP53	0.39792
CCDC74A	0.39793
COX17	0.39794
FFAR1	0.398
LOXHD1	0.39801
RRBP1	0.39805
PPP4R1	0.39826
ILF2	0.3984
JMJD1C	0.39844
COL11A1	0.39845
TMX1	0.39847
FBN3	0.39852
THADA	0.39888
TMCO4	0.39893
COBL	0.39893
MYOZ3	0.39895
PTPRM	0.39897
ALX4	0.39904
AIF1L	0.39927
MLLT1	0.39934
DAG1	0.39948
LCN8	0.39964
KRT15	0.39975
GCNT4	0.39978
SNX6	0.39978
MINOS1-NBL1	0.40013
PLPP1	0.40013
GSTT2B	0.40013
NFKBIB	0.40047
TEX47	0.40059
TCEA3	0.4006
SYT8	0.40062
OGN	0.40064
ADAMTS12	0.40069
KCNJ3	0.40083
SNRPB	0.40099
SUSD4	0.40101
HIST3H3	0.40112
DNASE1L2	0.40116
KCNB2	0.40117
SDR16C5	0.40121
ZNF830	0.40127
IFT88	0.40149
ARL9	0.40152
TRPM3	0.40158
FAM221B	0.4016
SIK2	0.40162
MT1M	0.40164
OR4C15	0.40174
OR4C16	0.40186
C11orf87	0.40196
TOPAZ1	0.40217
HERC3	0.40222
CASP1	0.40232
ATG3	0.4026
HINT2	0.4026
TNNC2	0.40267
SPATA21	0.40278
RGS12	0.40284
UGT2A2	0.40288
ZKSCAN7	0.4029
STK31	0.40295
MYBPC3	0.40297
OSTN	0.40302
CBWD1	0.40311
PDHA2	0.4032
CLDN12	0.40323
STX3	0.40334
PRPF4	0.40349
AMER2	0.40351
TXNDC17	0.40353
ERAL1	0.40358
WDR33	0.40361
LYSMD3	0.40371
SYCE1L	0.40374
ACOT7	0.40375
HKDC1	0.40378
NIPSNAP2	0.40386
ARMT1	0.40392
SNRPA	0.40392
SLC34A2	0.40406
SERPINA6	0.40419
PRIM1	0.40427
TMEM211	0.40427
CHTOP	0.40428
FKBP3	0.40429
SEMA3D	0.40431
GABRB2	0.40435
PLA2G4D	0.40437
DET1	0.4044
LCN6	0.40454
XKR8	0.40457
SELENON	0.40461
LRMDA	0.40462
MT4	0.40463
TMEM26	0.40474
MVK	0.40476
RAB17	0.40478
TRIM8	0.40478
HHIPL1	0.40491
SNAPIN	0.40493
AAK1	0.40502
ULK1	0.40504
SYCN	0.40504
ZNF852	0.40528
OR4C11	0.40537
TMEM251	0.4054
PDCD5	0.40544
TMCO2	0.40546
RALGAPA1	0.40556
MCM8	0.40559
ACADSB	0.40561
ACAA1	0.40565
CLIC3	0.40566
URB2	0.40568
PLCE1	0.40568
RMND5A	0.4057
ZNF800	0.40583
PCDHB2	0.40604
SGO1	0.40609
IL37	0.40618
CNKSR2	0.40618
ELP4	0.4062
FAM50B	0.40627
SLC45A4	0.40632
PPP1R12A	0.40633
SPAG8	0.40634
SCN5A	0.40643
LINC01621	0.40643
CASQ1	0.40652
DNASE2B	0.40653
FANCM	0.40655
GSTM3	0.40659
MUC6	0.40664
FAM49A	0.40669
KIF4B	0.40674
PTGES3	0.40675
TRIM13	0.40675
APOLD1	0.4069
ANKRD28	0.40697
RHOA	0.40702
MLYCD	0.4075
HNRNPUL2	0.40753
CCDC125	0.40757
SEPT9	0.40759
CLDN11	0.40761
CBX3	0.40762
EVI2B	0.40767
GNB4	0.40771
NLRP2B	0.40776
NDUFAF6	0.40778
DHX29	0.4078
HTR1B	0.40792
ITPRIP	0.40795
ERCC6	0.40804
RAD52	0.40809
CTDSPL	0.4081
TMEM132C	0.40814
ZNF541	0.40818
SFT2D2	0.40827
HOXD1	0.40843
CR1	0.40852
FAF1	0.40853
PAXX	0.40878
NIPAL3	0.40879
STOML1	0.40879
AJAP1	0.40888
SRD5A2	0.40888
ACP7	0.4089
TLE2	0.40892
HTR3A	0.40894
IFI44L	0.409
DUOX2	0.409
NKAIN3	0.40904
NKAIN2	0.40909
TXNDC2	0.40909
PRAMEF2	0.40922
AMT	0.40922
MRPS27	0.40925
ZNF467	0.40927
AMZ1	0.4093
NNAT	0.40936
CRELD2	0.40943
DUOXA1	0.40948
AURKB	0.40963
PEAK3	0.40966
NID2	0.40969
CSNK1G2	0.40974
PJA2	0.40977
ACOT1	0.4098
WDR75	0.40983
CDHR5	0.40992
HMGCS2	0.40998
HELB	0.41021
CLDN9	0.41028
C11orf80	0.41031
TAF9	0.41035
GON7	0.41041
OMD	0.41066
FAM114A2	0.4107
YBX3	0.4107
PCDHB10	0.41074
LGALSL	0.41075
SCAMP3	0.41077
PCED1A	0.41079
ZNF613	0.41083
ADGRV1	0.41092
IFNB1	0.41099
PDE5A	0.411
TRMT13	0.41106
CSMD1	0.41109
POT1	0.41116
SIPA1L2	0.41141
GOSR2	0.41148
PTPRZ1	0.41151
RALYL	0.41166
BICDL2	0.41183
SPRY1	0.41185
DLAT	0.41185
WBP2NL	0.41185
GALNT11	0.41198
ZNF705A	0.412
FAM78B	0.41204
SERPINB12	0.41209
AKAP7	0.41217
LYG1	0.41221
TRIM43	0.41231
IGDCC3	0.41231
RNF223	0.41232
WDR61	0.41233
PSAPL1	0.41239
NOTO	0.41243
BHLHE23	0.4125
RAD21	0.41261
MGP	0.41278
TMED2	0.41304
AMY1B	0.41307
CFAP54	0.4131
TRMT44	0.41317
MED13L	0.41323
ATOH8	0.41326
SLC38A9	0.41326
BCL7B	0.41332
LYZL6	0.41334
NCKAP1L	0.41335
TRH	0.41338
TBX4	0.41358
FGF6	0.41363
ADAMTSL2	0.41364
INTS6	0.41364
ZFAND6	0.41377
DBNL	0.41379
IQCA1	0.41385
SAA2	0.41398
MOAP1	0.41402
ASH1L	0.41404
FAM135B	0.41408
TECTA	0.41408
DEFA4	0.41435
C12orf56	0.41438
OR5H1	0.41445
CNOT8	0.41449
SCAMP4	0.41451
STMN4	0.4146
KPNA2	0.41461
SOWAHC	0.41468
MYD88	0.41468
DACH1	0.4147
COPRS	0.41485
NECAP2	0.41489
C1orf198	0.41504
YIPF1	0.41506
RAD17	0.41507
PDE11A	0.41523
NKX2-6	0.41527
CLTB	0.41533
NBR1	0.41539
TMEM131L	0.41547
FOXI2	0.4155
ABCA6	0.41552
SLC43A2	0.41557
COL6A5	0.41565
ZNF57	0.41571
PCDH18	0.41581
ORM1	0.41585
GPR137C	0.41585
TMEM92	0.41587
HSPA9	0.41601
DEGS1	0.41611
FAM163A	0.41614
TMEM129	0.41614
TMPRSS13	0.41617
LSM1	0.4162
SUN1	0.41624
ODAM	0.41643
DEPDC1B	0.4165
SLIT3	0.41656
CDC42EP4	0.41686
KATNAL1	0.41688
TBX2	0.41699
KIF5B	0.41717
KCNA2	0.41719
PNMA1	0.4172
MAP4K4	0.41731
LMX1A	0.41733
UGT8	0.41753
CCDC149	0.41759
MED19	0.41759
ARHGEF17	0.41761
ENDOD1	0.41762
OXER1	0.41763
OR56A1	0.41782
FBXO46	0.41795
CCNB1	0.41796
WDR49	0.418
SLC9A4	0.41807
GDPD4	0.41819
NBEA	0.41826
NDUFA12	0.41829
BSN	0.41831
C15orf40	0.41831
FBXL7	0.41836
TRAF4	0.41837
LHX2	0.41849
HSDL2	0.4185
SORCS2	0.41851
MMP21	0.41853
NEUROD4	0.41862
CYP2A7	0.41864
ACADL	0.41877
OR2T1	0.41891
LRRC30	0.41892
DUSP14	0.41901
TPM1	0.41908
DNAH8	0.4191
ACO2	0.41931
NAA16	0.41936
ODF2L	0.41937
PCDHB14	0.4196
CRYGN	0.41963
ZSCAN5A	0.41967
GTF3A	0.4197
DPYSL5	0.41977
RNF38	0.41989
POU1F1	0.41991
HOXD11	0.42
SSH2	0.42003
ENTPD8	0.42004
LYZL1	0.4201
C6orf201	0.42017
CENPJ	0.42018
MZB1	0.42023
CASD1	0.42024
PRSS56	0.42043
POMZP3	0.42047
GUCD1	0.42066
CCT4	0.42073
GPR85	0.42089
CPA5	0.42089
FBXO25	0.42097
OR4P4	0.42153
IYD	0.42165
PAK4	0.42177
GALNT10	0.42179
TCTN3	0.42183
RAB40C	0.42204
TMEM178A	0.42208
MST1R	0.42217
OR10A4	0.42217
CTDSP1	0.4223
LMNTD1	0.42235
FBXO48	0.42237
EHD1	0.42243
C16orf86	0.42246
COPG2	0.42254
NEK8	0.42263
CCER2	0.42279
MYO7B	0.42323
IPO9	0.42324
CLEC4E	0.42326
PRLHR	0.42329
OGFR	0.42334
MKNK2	0.42337
URB1	0.42343
KIAA1551	0.42345
CHST15	0.42346
SLC35F3	0.42347
XYLT1	0.42353
HSPA4L	0.42363
MELK	0.42372
PPFIBP2	0.42373
DNAL1	0.42373
ASTL	0.42374
WRN	0.42381
BPIFB4	0.42388
PPP1R32	0.4239
DSE	0.42399
SPG11	0.42404
C1QTNF8	0.42404
NAGLU	0.42426
EFHD1	0.42435
TMEM132D	0.42436
SLC7A14	0.42442
PCDHB3	0.42442
OR5A2	0.42443
MEX3C	0.42448
AASS	0.42454
CSN1S1	0.42469
KISS1R	0.42477
LHFPL5	0.42494
FAM208A	0.42507
AVL9	0.42507
CBX7	0.42518
LRRC39	0.42529
BCAS1	0.42529
KCNE4	0.42531
CST2	0.42532
LMF2	0.42535
RAB6B	0.42536
FAM13A	0.42538
HOXD13	0.4254
CCDC126	0.42544
IFNL3	0.42553
CHRND	0.4257
TCTA	0.42574
ZNF420	0.42578
ARNTL2	0.4258
ANKRD34A	0.42586
TM4SF18	0.42592
PGK2	0.42601
HSD17B1	0.42601
KRTAP12-4	0.42608
CHCHD2	0.42627
ZNF304	0.42631
RAB4B-EGLN2	0.42635
MTIF3	0.42659
BTBD2	0.42671
GNB1L	0.42682
FHL2	0.42703
ROCK1	0.4271
ZNF716	0.42712
UFL1	0.42715
KLRC1	0.42718
CYLD	0.4274
MAML3	0.42743
SMIM15	0.42749
CUX1	0.42754
SHISA5	0.42758
SLC41A2	0.4276
OR6A2	0.42768
ZBTB17	0.42771
LSM3	0.42776
CCDC68	0.42777
MT1E	0.42781
PLA2G4C	0.42782
DNASE1	0.42786
GRIN2D	0.42787
MON1A	0.42805
CXXC4	0.42818
SGPL1	0.42821
UBE2C	0.42824
GSR	0.42855
BCR	0.42867
HSD17B12	0.42891
SLC6A15	0.42895
TTLL6	0.42899
TRIM16	0.42914
RBM6	0.42915
GTF3C2	0.4292
DTHD1	0.42921
ATP11A	0.42924
ZNF660	0.42925
STEAP4	0.42936
FBXL14	0.42936
TOP2B	0.42941
SLC13A5	0.42959
FGF23	0.42962
OGFRL1	0.42964
HOXD12	0.42972
IFI35	0.42982
PRPF39	0.42984
GUCY1A1	0.42988
GABRA6	0.42997
EMC2	0.43007
CLDN6	0.43011
VANGL1	0.43017
TLCD1	0.43032
MFSD1	0.43033
ASPN	0.4306
ECI1	0.43065
AP5B1	0.43074
PPM1H	0.43077
HEATR4	0.43077
PROSER2	0.43078
NR2C2	0.43079
MTHFD1L	0.43082
KCNJ6	0.43083
ASZ1	0.4309
NF1	0.43096
ESPN	0.43109
DVL3	0.43109
CCDC167	0.43122
OAS3	0.4313
ZNF502	0.43134
IGF1	0.43155
GLIPR1	0.43179
FHDC1	0.43187
SERPINC1	0.43195
KCNH5	0.43195
BDKRB1	0.43196
TRIM44	0.43197
FXR2	0.43207
ADGRE3	0.43221
ANKRD36C	0.43225
PTH1R	0.43228
GDE1	0.43228
TRIM17	0.43237
CLCNKB	0.43239
TBC1D7	0.4324
FAM216B	0.4324
SRRM4	0.43246
HMOX2	0.43249
RIMBP2	0.43259
NEK1	0.43264
JUP	0.43272
OR2D2	0.43279
SRF	0.4329
TTYH3	0.43302
WFDC3	0.4331
GMPPB	0.43313
ZFPM2	0.43337
NPTX1	0.43356
MMP13	0.43358
IWS1	0.43361
RAB27A	0.43361
ARHGDIB	0.43366
ZNF44	0.43375
OR4A15	0.43382
LRRC10B	0.43382
MYO1F	0.43386
ANKRD23	0.43402
ZMPSTE24	0.43404
FAM189B	0.43405
PHKG1	0.43405
NHSL1	0.43419
TOGARAM1	0.43421
CLCA1	0.43428
PI4KB	0.43432
PKNOX2	0.43441
ACSM3	0.43456
OR4K2	0.43457
RADIL	0.43465
ZNF518A	0.43489
MIA-RAB4B	0.43503
PCGF5	0.43518
SMIM3	0.43527
TP53	0.43529
GAPDHS	0.43534
ANKRD30A	0.43546
BAIAP2L1	0.4355
GULP1	0.43565
HSPB3	0.43572
ADRA2B	0.43574
CCDC74B	0.43585
CPSF2	0.43585
C9orf43	0.43597
IFI6	0.43603
HFM1	0.43622
RFK	0.43622
LUM	0.43628
ST6GALNAC6	0.4363
GLIPR2	0.43643
NECAP1	0.43654
IVD	0.43658
DOCK4	0.4366
KRTAP12-3	0.43661
AFG1L	0.43669
SLC29A4	0.43684
C16orf78	0.43685
CD1C	0.43695
TMEM139	0.43708
PITPNA	0.43708
HDGFL3	0.43713
DNAAF1	0.43718
OR52M1	0.43719
EIF3D	0.43722
RTCA	0.43725
DNTTIP1	0.43725
CDC42BPG	0.43741
JSRP1	0.43744
IL1RAP	0.43747
TESMIN	0.43749
PAICS	0.43753
CLTCL1	0.43755
TMEM200B	0.43761
KCNMB1	0.43769
FRMPD1	0.43773
DPPA2	0.43775
FBXO27	0.43775
NPLOC4	0.43785
TDRKH	0.43805
TRAC	0.43812
PAM16	0.4382
ZNF780A	0.43821
ATXN1	0.43838
OR4A16	0.43842
KLF16	0.43847
TCP10	0.43858
OVOL1	0.43874
CALHM3	0.43875
C19orf54	0.43876
SLC18B1	0.43877
KCNK1	0.43892
SIGLEC14	0.43896
SNX1	0.43898
GPM6A	0.43909
SLC5A11	0.43909
EVL	0.43921
CYTL1	0.4393
KLHL41	0.43931
HEXA	0.43934
IPPK	0.43937
SLC24A3	0.43937
GNG8	0.4394
MAPK10	0.43946
POLR3GL	0.43948
CCL5	0.43957
IQCF6	0.43959
CENPP	0.43962
ELMOD2	0.43963
MAGOH	0.43979
ADHFE1	0.4398
SH3BGRL3	0.43982
DTNA	0.44003
SSBP3	0.44008
CCNY	0.44008
SIRT6	0.44025
ZNF620	0.44034
PMS1	0.44038
TTC12	0.44041
ANKRD12	0.44057
NLRP3	0.44069
XPOT	0.44069
FBXO3	0.44078
RPS6KB1	0.44082
ZNHIT3	0.44088
GFRA3	0.44094
AMIGO3	0.44113
CER1	0.44114
CHEK1	0.44114
DEFB1	0.44119
SREBF1	0.44119
CDC42BPA	0.44134
ACOT2	0.44143
SARS2	0.44146
NR2E3	0.44147
NMUR2	0.44153
PARP11	0.44159
BIN1	0.44161
NUTM2B	0.44164
NAP1L5	0.44171
MTERF3	0.44172
BTBD1	0.44176
CMKLR1	0.44183
KCTD16	0.44187
KRTAP19-8	0.44188
PLA2G12B	0.44191
ZNF878	0.44193
VNN2	0.44199
PSMD8	0.44202
MBOAT4	0.44219
EPS8	0.44224
GTPBP10	0.44232
CRBN	0.44242
NUP37	0.44243
SMYD5	0.44249
COCH	0.44249
TMEM147	0.44253
CLCNKA	0.44257
PAK5	0.44261
PKD2L2	0.44262
KCNE3	0.44263
PUS3	0.44266
DACT3	0.44267
ST3GAL5	0.44269
CDKL1	0.44283
FAM81B	0.44304
PRR27	0.4431
PUS7L	0.44312
GNA15	0.44321
ZNF687	0.44324
RBKS	0.44324
TTC21A	0.44324
PHACTR4	0.44328
CDC26	0.44348
KRT5	0.44348
CCNO	0.4435
PIK3R4	0.44359
PRAMEF10	0.44371
EXT1	0.44373
RDM1	0.44376
OSBPL9	0.44381
ICMT	0.44393
CASP5	0.44394
BPIFB3	0.44394
SLC38A6	0.44404
SNTG2	0.44405
RNF144A	0.44406
SAMD9L	0.44431
SHISA9	0.44431
THOC6	0.44435
TMEM87B	0.44453
APOBEC3H	0.44457
TBATA	0.44494
TRHR	0.44498
NDST4	0.44503
PFN2	0.44505
DCAF12	0.44523
DMKN	0.44525
OMG	0.44554
LRRC42	0.44557
NBPF1	0.4456
TUBA3E	0.44568
CTXN3	0.44574
CD22	0.44578
OR4A47	0.44596
KRTDAP	0.44607
RNF183	0.44609
PPP6R3	0.44609
LIX1L	0.44611
SFXN3	0.44619
SOCS5	0.44635
OR51I2	0.44636
HAND2	0.44639
MSTO1	0.44643
SPATA1	0.44644
COL27A1	0.44645
TMEM208	0.44661
FAM222B	0.4467
STT3A	0.44673
CTSE	0.44681
POM121L12	0.44683
HSPB8	0.44683
AP1B1	0.44686
PROCA1	0.44707
CD300LD	0.44729
ADAMTS1	0.44738
TMEM87A	0.44741
MTSS1	0.44744
FAM71C	0.44754
MFN1	0.44755
GDF10	0.44759
HPX	0.44759
KLHDC3	0.44778
NUP210	0.44784
SNTG1	0.4479
NOC2L	0.44804
ACPP	0.44804
STARD10	0.44808
GTPBP2	0.4481
NUPR2	0.4482
TAF1C	0.44821
LINGO4	0.44823
MMP16	0.44825
REEP6	0.44827
UBE3B	0.44846
TTLL4	0.44855
UBAP2	0.44863
SH3GLB2	0.44872
RPL23A	0.44872
RGL4	0.44879
MIGA2	0.44882
ZNF383	0.44899
FNDC3B	0.449
FAM192A	0.44906
SPTLC1	0.44916
QSER1	0.44922
TMEM106A	0.44927
MMAA	0.44928
PATE4	0.44955
FCHSD2	0.44957
LAIR2	0.4496
TMEM192	0.44972
ZDHHC7	0.4498
KIAA1549L	0.44992
NLRP14	0.45006
MCCC2	0.45008
RRP15	0.45011
MT2A	0.45016
PSAT1	0.45017
YES1	0.45018
EPHB3	0.45019
ARPP19	0.45031
C9orf66	0.45035
RNPS1	0.45041
OR5P3	0.45071
ASB2	0.45073
CHGB	0.45095
CCDC83	0.45099
SUMF2	0.45104
POLH	0.45117
ADAMTSL3	0.4512
MYO9A	0.45125
KLK9	0.45129
KRBOX1	0.45137
KCNMB4	0.45138
NEK7	0.45139
RAB3D	0.45141
NRG3	0.45167
CLEC11A	0.4517
LRIG2	0.45179
KCNK18	0.45181
PPP1CC	0.45181
MTDH	0.45182
NXPE3	0.45184
PDGFC	0.45189
RABL2B	0.45192
SIGLEC7	0.45197
GPR141	0.45207
TP53I13	0.45215
CEBPD	0.4522
NAP1L1	0.45232
CEP120	0.4524
TRIM60	0.45262
OXGR1	0.45269
GBP2	0.45275
UBR7	0.45281
EIF3F	0.45283
BAZ1B	0.453
FAM122A	0.45313
COL4A1	0.45317
