GENE	RA
ECH1	0.39395
BPIFB3	0.39395
SLC7A7	0.39403
KPNA2	0.39403
RAD17	0.39408
EXT1	0.39412
ZNF878	0.39414
ITFG1	0.39419
OPRK1	0.39429
DMRTA1	0.39431
TANC2	0.39435
RUNDC3A	0.39441
PJVK	0.39451
RRP15	0.39459
DCUN1D5	0.39472
DCPS	0.39479
GSAP	0.39486
FAM78A	0.39487
SULT2A1	0.39494
UBTFL1	0.39504
IDH3B	0.39513
ADGRG5	0.3952
OSBPL6	0.39521
CARS2	0.39526
SREK1	0.39557
RBM34	0.39558
DLX2	0.39562
IFI35	0.39564
LEMD1	0.39571
AIFM3	0.39574
MAP1LC3A	0.39579
MLANA	0.39584
BABAM2	0.39585
MTRNR2L6	0.39585
ANGPT2	0.39588
VENTX	0.3959
PTGES3L-AARSD1	0.39597
SIX5	0.39604
TFIP11	0.39605
MRPL16	0.39607
SLC6A18	0.39612
BEND7	0.39619
MFSD1	0.39626
PDSS2	0.39626
ASPDH	0.39629
FGL1	0.39635
SEMA3E	0.39636
SERPINI1	0.3964
TCL1A	0.39641
CDKL2	0.39645
PAM16	0.39646
HSPBAP1	0.39655
TMPO	0.39658
TLE2	0.39658
HHLA1	0.39672
PIK3R5	0.39672
KLHL28	0.39687
PIK3CB	0.397
ASB7	0.397
RAG2	0.39707
CPSF7	0.39715
SPATA1	0.39718
MAP3K5	0.39719
SLC35F2	0.39722
EIF4B	0.39724
CCER1	0.39724
GLRX5	0.3974
PHRF1	0.39748
GCSH	0.39749
TMEM51	0.39758
ADNP	0.39764
GALNT10	0.39773
UTP18	0.39776
FGF21	0.39776
EPB41	0.39795
GON7	0.39804
PEG3	0.39826
ZIM2	0.39826
GAS2L3	0.3983
ST3GAL3	0.3984
ANKRA2	0.3986
C8orf89	0.39862
RSAD2	0.39864
MRPS9	0.39865
RFPL1	0.3987
ZBTB40	0.39893
TUBE1	0.39893
SCN5A	0.39903
CRTAP	0.39911
SEC23A	0.39925
ABAT	0.39936
SLC45A4	0.39941
ADH1C	0.39946
DEFB127	0.39947
MASP2	0.39953
BRICD5	0.39962
SLC4A10	0.39966
GMPPB	0.39969
IPO8	0.39969
BAG4	0.39972
GCDH	0.39974
CALHM6	0.3998
ATP6V1E1	0.39988
RNF220	0.39992
PM20D1	0.4
SNX32	0.40034
RPLP0	0.4004
SLC27A2	0.40041
OR2AT4	0.40044
MYBPC3	0.40052
KRT31	0.40054
PARL	0.40058
F13B	0.40065
WWC1	0.40071
IMPG2	0.40073
FZD8	0.40096
CHGB	0.401
FAM19A1	0.40101
ARRDC5	0.40105
TXNDC8	0.40107
PATZ1	0.40113
SPRYD7	0.40115
COL12A1	0.40119
UQCC1	0.4014
CDR2	0.40145
SPDYE1	0.40148
ITSN2	0.4016
GRK7	0.40161
TET1	0.40161
SH2D5	0.40164
TOGARAM1	0.40166
BMPR1A	0.40168
TTBK1	0.40173
BPIFA1	0.40175
AOX1	0.40176
RMND1	0.40178
PEX11G	0.4018
HMBOX1	0.40185
GNA12	0.40186
CRB2	0.40187
POLE2	0.40194
ATF6	0.40196
GPR176	0.40207
THUMPD2	0.40211
PKD2L2	0.40212
RGS21	0.40214
BIRC3	0.40222
OGFOD2	0.40227
HAS1	0.40236
EVI2B	0.40238
FAM131A	0.40243
SMURF1	0.40251
LIF	0.40263
BET1	0.40264
EIF2B1	0.40268
ZNF141	0.40269
HEXDC	0.40269
PIANP	0.40282
METTL14	0.40298
CTBS	0.40309
DHRS12	0.4031
ZNF33A	0.40316
B3GAT1	0.40333
TAF15	0.40353
WDR43	0.40358
RNF11	0.40362
LARP7	0.40365
RBM6	0.40367
ABCD2	0.40373
TOPORS	0.40383
KRT12	0.40385
PRRX2	0.40412
OR5T3	0.40414
OR6V1	0.40421
GLYATL3	0.40427
CD8B	0.40444
RPN2	0.40446
TBC1D24	0.40467
VIPAS39	0.40473
WWP2	0.40478
IQCF2	0.40481
GRIN2C	0.40523
SMAD6	0.40544
TIMELESS	0.40561
NSUN3	0.40588
GDF10	0.40596
SOX4	0.40601
KIAA1024L	0.40602
SMPDL3B	0.40606
MACROD2	0.40609
FAM177A1	0.40624
TRMT10B	0.40627
ZNF713	0.40628
HSD17B13	0.40638
MGAM2	0.40652
UNC13A	0.40655
RAB30	0.40659
AGO2	0.4067
ORC4	0.40676
ARL6IP6	0.40676
USP4	0.40677
KCNC4	0.40679
DICER1	0.40695
CGGBP1	0.40699
GMDS	0.40703
GIMAP8	0.40706
TRAIP	0.40707
GIMAP6	0.40727
ENG	0.40731
RAD21	0.4075
DIXDC1	0.4077
KRT36	0.4077
SIAH3	0.40786
PIK3C2G	0.40788
AP2A1	0.40812
AMIGO3	0.40813
FIGN	0.40824
LIPN	0.40825
GALNT11	0.40832
POLN	0.40847
AHCTF1	0.40857
BPIFB6	0.40866
UBAP2	0.40867
TMC7	0.40868
PSD2	0.40881
ROS1	0.40883
UGT8	0.4089
EPS15	0.40892
GPR17	0.40899
SIRPA	0.40906
SRC	0.40914
EMX1	0.40919
FOSB	0.40923
NR2C2	0.40924
TP63	0.40944
EPYC	0.40946
ZNF117	0.40961
SFXN5	0.40966
IMMP1L	0.4097
BARX1	0.40972
TIMM22	0.40974
TFDP2	0.40983
ETAA1	0.40984
KCNV2	0.40985
IST1	0.40987
PURB	0.40989
GLIPR1L1	0.40989
RSPH9	0.4099
OPLAH	0.4099
ZNF750	0.40991
GYS2	0.40996
DCAF11	0.41003
CCDC149	0.41008
TLX3	0.41008
OR13C5	0.41014
USP41	0.41019
SH3BP5	0.41023
CRACR2A	0.4103
RBBP8NL	0.41031
TREM1	0.41032
VPREB3	0.41032
NAALADL2	0.41034
SEPT3	0.41035
SNTG2	0.41049
HOXB5	0.41055
B4GALT2	0.41067
INS-IGF2	0.4109
SLC25A33	0.41101
ERCC6L2	0.41122
KCNJ5	0.41135
PTK7	0.41139
DPP10	0.41141
CHKB-CPT1B	0.41142
VAMP5	0.41152
NAA30	0.41156
LILRB3	0.4117
PDE11A	0.41189
PGLS	0.41189
KCNB2	0.41193
MRPL51	0.41196
TYW3	0.41201
OR8H3	0.41202
SARAF	0.41203
DEFB110	0.41209
SDF2	0.41217
CLASRP	0.41218
KLK7	0.41225
UBOX5	0.41229
TMEM201	0.4123
ZNF57	0.41231
CCS	0.41235
SARS2	0.4124
TM6SF1	0.41248
HMGN2	0.41251
CLCN3	0.41251
IFNA16	0.41266
MRGPRX1	0.41268
CORT	0.41271
NUMBL	0.41282
LRRC8E	0.41287
CORO6	0.41288
BAZ2B	0.4129
ITCH	0.41297
WFDC3	0.41334
ACADL	0.41338
SMIM3	0.41342
GALNS	0.41347
GLYATL2	0.41354
HGS	0.41354
IGDCC3	0.41357
UPK3A	0.4136
EIF4G3	0.41363
PAX1	0.41369
TNIK	0.41373
OR5A2	0.41385
BTAF1	0.41392
SIGLEC5	0.41434
RBM26	0.41435
BAHCC1	0.4146
FGF11	0.41465
LRRC73	0.41469
KCTD8	0.41471
ANK1	0.41473
ACVRL1	0.41476
SNAP23	0.41483
AMY1C	0.41485
ATP11A	0.41502
WASHC3	0.41518
BTBD11	0.4152
NDUFB6	0.41527
MYO9A	0.41528
OR5T2	0.41529
TRIM7	0.41538
VGLL3	0.4154
S1PR1	0.41547
CLEC17A	0.4155
FOSL1	0.41554
TXNDC2	0.41559
RNF216	0.41566
SSH3	0.41567
HECW2	0.41572
C7orf33	0.41572
EIF5	0.41573
CENPP	0.41574
RPL18A	0.41575
MROH8	0.41576
UBAC1	0.41587
TNRC6B	0.41588
GEMIN2	0.41602
KCNQ5	0.41608
PPP1R7	0.41609
NLRC5	0.41609
C6orf223	0.41612
SYF2	0.41621
SPTAN1	0.41628
MS4A5	0.41628
ATP6V1C1	0.4163
PI4K2A	0.41633
GIMD1	0.41643
COMMD4	0.41643
ZNF221	0.41645
PARS2	0.41647
RBM4	0.41653
FAM81A	0.41674
YTHDF1	0.41684
OR51F2	0.41694
OSBPL7	0.4171
NPC2	0.41712
RHBDL3	0.41726
CD300LB	0.4173
DLAT	0.41742
YWHAQ	0.41753
PRR15L	0.41753
ZNF354A	0.41755
LTA4H	0.41756
KREMEN2	0.41761
MAP3K12	0.41767
KCNE4	0.41771
ZCCHC24	0.41775
CMTR1	0.41776
FNDC4	0.4178
ARL6IP4	0.41783
FLRT2	0.41783
L2HGDH	0.41799
ATP4A	0.41799
UBQLNL	0.41804
YLPM1	0.41804
GRM1	0.41805
AK1	0.41808
PTPA	0.41821
NICN1	0.41829
WDR31	0.41833
TTC32	0.41837
TSGA13	0.41837
DLGAP2	0.4184
KIF21A	0.4185
STK32B	0.41852
USF2	0.41856
KRTAP12-3	0.41857
SCGB3A1	0.41859
TMEM253	0.41861
CNTF	0.41899
NDUFAF6	0.41912
IKZF5	0.4192
TAS2R10	0.41935
RWDD4	0.4194
NEUROG2	0.41944
TIMM10B	0.41947
RPGRIP1	0.41971
AQP5	0.41975
SMIM10L1	0.41976
UBXN11	0.41979
DRD2	0.41981
GM2A	0.4199
TECTA	0.42005
RBM5	0.42008
ADGRF2	0.42016
MYO1D	0.42017
FFAR1	0.42018
RPL30	0.42021
FABP7	0.42024
OR10A2	0.42035
SETDB2	0.42048
GZMA	0.42053
ZNF17	0.42057
KCNA3	0.42068
SUSD2	0.42069
AMY2A	0.42076
OR10A6	0.42093
DECR1	0.42096
OR2A1	0.42109
LRP2	0.42121
SUCLG1	0.42128
STYX	0.42131
CACNA1E	0.42142
SPATA31E1	0.42164
INSM2	0.42174
ZNF503	0.42181
FAM151B	0.42185
RFPL2	0.4219
RPGRIP1L	0.42213
TMEM30B	0.42214
GABRB2	0.42222
F2RL3	0.42223
ATP6V0A2	0.42233
FAM71C	0.42235
CAPRIN2	0.42236
MORC1	0.4224
GCN1	0.42249
PNN	0.42249
TSEN54	0.42251
SIRPD	0.42257
SUSD6	0.42259
MRTO4	0.42264
C5orf63	0.42265
BOD1	0.4227
PHACTR4	0.42271
RRAGD	0.42273
SPICE1	0.42277
STK31	0.42284
OTOS	0.42293
SMPD1	0.42295
SNRNP70	0.42297
OR4C11	0.42304
FAM219B	0.42309
CPT2	0.4231
S100G	0.42318
FUT1	0.42338
SIPA1L2	0.4234
GPR152	0.42345
PLPP1	0.42346
ATP5PB	0.42364
PSMG3	0.42364
RBM18	0.42368
GYPE	0.42378
ZNF2	0.42388
SMARCAD1	0.424
SVEP1	0.424
OR5A1	0.42402
NRL	0.42403
CREBBP	0.42403
CEP135	0.42406
AMTN	0.42409
MTCL1	0.4241
SLC20A2	0.42415
FXYD7	0.4242
TSKS	0.42433
TMEM114	0.42434
SARDH	0.42436
HOPX	0.42441
GZMH	0.42443
CCDC97	0.42451
LAIR1	0.42453
OR51B6	0.42463
HACD1	0.42465
IFT172	0.42471
KLHL31	0.42481
GFRA3	0.42485
GULP1	0.42494
HOXB6	0.42495
UTP3	0.42498
PUS1	0.425
BIRC7	0.4251
SPO11	0.42512
GHR	0.42517
ZNF765	0.4252
TOPAZ1	0.42521
PRKRIP1	0.42523
C3orf20	0.42533
DUPD1	0.42541
ASRGL1	0.42545
SLC37A3	0.42551
RBFOX1	0.42571
R3HDM4	0.42577
SMAD2	0.4258
BSDC1	0.42581
C9orf92	0.42585
RAB42	0.42587
ANKRD60	0.42604
RPE	0.42617
TGM4	0.42623
SLC25A48	0.42638
NDUFB1	0.42669
METRN	0.4268
GLO1	0.4269
TAF7	0.427
CNTN3	0.42703
KPNA5	0.42709
CCDC73	0.42715
UBL7	0.42735
ARHGAP17	0.42745
SELENON	0.42754
SHISA9	0.42764
PARD6B	0.42767
MGAT5	0.42771
VSX2	0.42778
LRRC39	0.42783
RPS23	0.42799
BPHL	0.42803
C18orf32	0.42814
TLR10	0.42817
PRDM5	0.42821
NBEA	0.42825
ABHD5	0.42835
PSMD12	0.42838
CCDC65	0.42845
GLIS2	0.42853
C19orf57	0.42855
ABLIM1	0.42861
ABHD17B	0.42868
JAM3	0.42879
MAP3K20	0.42885
MBTD1	0.42887
OR8K5	0.42889
PTPRM	0.42892
TBL1XR1	0.42897
ERLIN2	0.42911
OR4A15	0.42947
MCEMP1	0.42949
RFC2	0.42964
SMCO2	0.42976
KAT2B	0.43007
PAK5	0.43012
IGIP	0.43018
GRIA4	0.43019
TMEM115	0.43027
ACOT8	0.43043
ARNT2	0.4305
TGFB2	0.43058
ZNF679	0.43067
IGFN1	0.4307
OR2L2	0.43077
ZNF280B	0.43077
IGF2	0.43079
DAPK3	0.43079
ZBTB37	0.4308
HAUS2	0.43097
HNRNPH3	0.43102
OAZ3	0.43106
NLRC3	0.43109
CCDC28A	0.43111
LYSMD4	0.43114
ZADH2	0.43117
LYPD3	0.43117
COLEC11	0.43125
IKBKB	0.43127
PAPLN	0.43132
MAP3K10	0.43135
EPRS	0.43141
PGPEP1L	0.43143
TUT7	0.43147
TM9SF4	0.43162
TEX30	0.43166
NFU1	0.43169
STAU2	0.4317
PALM2	0.43184
PRRC2C	0.43193
KCTD16	0.43195
ZNF440	0.43198
INTS3	0.4321
FUBP1	0.43216
LHX3	0.4323
FRG2B	0.43242
GATA6	0.43242
KRTAP19-3	0.43247
NPY5R	0.43249
NFE2L3	0.4325
ANKRD36C	0.43254
CIB4	0.43257
KLHL38	0.4326
SEC14L4	0.43263
GGN	0.43264
LRRC74B	0.43265
TRIM8	0.4329
MLKL	0.43292
EFCC1	0.43295
FAM53C	0.43304
WDR88	0.43304
SMPDL3A	0.43309
SLC3A2	0.43311
PABPN1	0.43312
ADAD2	0.43317
NLGN2	0.43327
ZNF74	0.43331
RIN1	0.43337
UBASH3B	0.43339
AKT2	0.43341
C11orf24	0.43351
NOM1	0.43377
OR5J2	0.43384
RTKN	0.43387
ZNF862	0.43389
C11orf91	0.43393
ZNF727	0.43396
VAMP8	0.43397
RC3H1	0.43399
ROBO1	0.4343
GREM2	0.43432
SCOC	0.43433
ADPGK	0.43436
TMED2	0.4344
PHLDA2	0.4345
ZNF277	0.43456
GPR135	0.43463
MTRF1L	0.43465
GREB1L	0.43483
KRTAP4-2	0.43495
SAMD8	0.43497
PIGU	0.43498
ELP2	0.43503
NUP62	0.43504
NSG2	0.43505
FLT1	0.43516
HCAR3	0.43522
TBCD	0.43538
SPEM2	0.43549
KRTDAP	0.43559
ZNF92	0.43568
UNC5CL	0.43579
CTDSP1	0.43593
CRYBG2	0.43606
TNNT1	0.43617
KEL	0.43622
GPR31	0.4363
KLC4	0.43632
ELSPBP1	0.43632
RHOBTB2	0.43638
DACT1	0.43647
OR52R1	0.43657
TEX44	0.43658
MECOM	0.43666
NOP56	0.43667
PGAM2	0.43671
HTR1A	0.43672
NEDD8-MDP1	0.43686
SFT2D3	0.43702
SYNPO	0.43703
SLIT1	0.43705
C6orf141	0.43705
ANKRD13B	0.43707
SOHLH1	0.43711
MBD1	0.43713
SOX12	0.43723
PTDSS1	0.4374
IGF2BP2	0.43748
IL1A	0.43749
GPR20	0.43761
TRIQK	0.43762
TROAP	0.43767
ACSM3	0.4378
PLEKHA3	0.43801
SCN11A	0.43804
AP3M1	0.43806
BOD1L2	0.43807
OR6B1	0.4381
IRF2	0.43821
OVGP1	0.43822
TNFSF11	0.43823
ETV3L	0.43824
CHCHD1	0.43846
KCNA7	0.4387
TMEM218	0.43873
SNRPF	0.43877
RETREG3	0.43891
NDUFAF2	0.43896
ZNF793	0.43899
SHC1	0.43908
SLC5A1	0.43909
CCDC13	0.43911
APOBEC3H	0.43912
PRSS37	0.43915
NFIA	0.4392
FAM217A	0.43921
PIN1	0.43921
IDNK	0.43935
ANKRD50	0.43942
PROX2	0.43952
ASCL5	0.43957
C3orf38	0.43965
TNNI2	0.43968
AASS	0.43969
TMEM63B	0.43971
NDST2	0.43971
C16orf82	0.43971
BPIFB4	0.4398
KAT7	0.43986
SLCO4A1	0.43986
ZNF404	0.43988
PMS1	0.43997
CTXN1	0.43997
ARID1B	0.44012
RND2	0.44029
NUMB	0.4404
KRT7	0.44042
ZNF490	0.44052
LSM7	0.44089
MED30	0.44092
EVI2A	0.44093
PANX3	0.441
SQSTM1	0.44105
C10orf142	0.44111
ATP8B3	0.44116
SSC4D	0.44135
BICDL1	0.44143
FAM216B	0.44153
ATP5PF	0.44155
TMEM87A	0.44159
ZNF808	0.4416
SBNO1	0.44163
HAVCR2	0.44166
UCMA	0.44166
KDM4E	0.44181
SIPA1L1	0.44184
C1orf167	0.44194
DOK3	0.44244
TUB	0.44256
NWD2	0.4426
LYPLA1	0.44263
TRNAU1AP	0.44265
PLA2G4C	0.44267
VCP	0.44269
IQSEC3	0.44269
SLC25A31	0.44271
SH3RF1	0.44272
ATP5MC1	0.44274
NOP16	0.44275
ABCD1	0.44277
SSBP2	0.44282
SCAI	0.44282
CKS1B	0.44291
KATNB1	0.44304
DEFB128	0.44315
DNPEP	0.4432
HCAR1	0.44322
NKAIN3	0.44324
MNDA	0.44329
ATXN3	0.44336
SCAMP3	0.44371
TMEM143	0.44378
POMZP3	0.4438
UBA7	0.44383
BMP7	0.44388
RTN2	0.44392
FUT11	0.44399
ISLR	0.44402
LRRC14B	0.44408
TMEM155	0.44415
ERCC8	0.44429
RNF130	0.44433
BATF2	0.44437
GOLGA7B	0.44439
RHBDD3	0.4444
IMPACT	0.44441
KLC1	0.44446
STMN2	0.44448
TMEM215	0.44448
DPT	0.44469
RNF123	0.44478
KRT71	0.44484
NDUFS4	0.44487
C6orf52	0.44495
GALNT8	0.44508
FAM189A2	0.44518
ATOX1	0.44527
OR5H15	0.4453
DUSP11	0.4454
PRR13	0.4454
METTL17	0.44547
VCPKMT	0.44549
TMEM131L	0.4455
SMG6	0.4455
GTF3A	0.44568
PROSER1	0.4457
ISX	0.4458
UQCRC1	0.44584
GNE	0.44591
ADAMDEC1	0.44597
KLK11	0.44597
SLC35B3	0.44602
ZNF415	0.44605
SKIL	0.44608
LTBP3	0.44622
ZFR2	0.4463
ISL1	0.44631
TMEM106A	0.44644
ZNF791	0.4466
NIPAL3	0.44683
PIK3AP1	0.44683
SLC25A42	0.44699
DIRAS3	0.44713
LTV1	0.44749
OR5D13	0.4475
ITPR2	0.4475
CERS4	0.44766
ASB17	0.44767
LRRC8A	0.44769
MAZ	0.44779
SEC24C	0.44783
CAMKMT	0.44788
GPAT2	0.44792
GMPS	0.44796
PHLDA3	0.44798
SLC28A3	0.44803
MROH2A	0.44808
BRD3	0.44823
L3MBTL1	0.44827
SPIB	0.44829
METTL9	0.44832
POLE3	0.44845
SSTR1	0.44849
BCAS2	0.4485
ADAM8	0.44862
NPL	0.44872
IRF1	0.44874
RPS14	0.44877
BCL6B	0.44883
PTGIR	0.44895
PKIA	0.44899
CDRT15L2	0.44909
PTCHD4	0.44913
SAMD1	0.44915
ZNF609	0.4492
WASL	0.44923
SPAG6	0.44925
NBPF10	0.44928
CTNNA1	0.44952
CALHM2	0.44973
WLS	0.44977
SPI1	0.44981
OR5AU1	0.44982
MRPL9	0.44983
SUPT16H	0.44984
EPG5	0.44986
NLRP2	0.4499
SELL	0.44991
KCNH2	0.44993
MTRNR2L5	0.45015
HNRNPK	0.45016
ATG16L2	0.45024
TYW5	0.45055
NPTX1	0.45057
PARPBP	0.45069
FBXL18	0.45078
PLEKHG3	0.45084
CMPK2	0.45091
MGAT4B	0.45102
EEF2	0.45104
NSUN7	0.45105
FBXL8	0.45114
BBS5	0.45123
REG1B	0.45129
BIVM-ERCC5	0.45135
ZNF485	0.4514
RIPK4	0.45143
SEPT9	0.45146
LAMP5	0.45146
ERP44	0.45159
SLIT3	0.4516
EVI5L	0.45163
SEC63	0.45173
RXFP1	0.45175
PEAK3	0.45182
DNAJC22	0.45186
MAST3	0.45194
ACTL8	0.45202
LFNG	0.45212
ENOPH1	0.45225
LRRC29	0.45229
MPC2	0.45231
WDR17	0.4524
ZFAND3	0.45241
WDR7	0.45247
ASGR2	0.45254
TRAPPC6B	0.45261
SLC38A3	0.45274
OR5D16	0.45274
C8B	0.45275
DENND6B	0.45279
YTHDF3	0.45284
SEC61G	0.45302
GAA	0.45303
SUPT6H	0.45305
EMC1	0.45312
TAAR9	0.45325
MYH9	0.45328
TLR2	0.45333
CDKN1B	0.45333
TMCO6	0.45336
RPH3A	0.45344
ZNF568	0.45344
CD209	0.45347
BRK1	0.45357
GFOD1	0.45358
TTYH2	0.4537
SLC45A3	0.45381
CCNF	0.45387
RNASEH2C	0.45405
PRAMEF12	0.45412
FMO5	0.45431
PAK4	0.45435
TLL1	0.45448
CLIC4	0.45458
LRRC55	0.45464
ANAPC5	0.45469
POU3F2	0.45471
ZSCAN22	0.45474
C5AR2	0.45484
COL6A5	0.45491
APPBP2	0.45499
ACBD4	0.45501
TCEA1	0.4551
CARHSP1	0.45518
CPB2	0.4553
ADCK5	0.45552
RBM4B	0.45565
KMT2D	0.45576
SLC25A44	0.45584
VPS53	0.45584
KNOP1	0.45588
PTPRH	0.45589
CNTROB	0.45592
VPREB1	0.45596
SYT7	0.45602
OR9Q1	0.45604
HSPB7	0.45605
HSPA2	0.45606
EFCAB3	0.45611
MSRB2	0.45625
OR2W3	0.45639
UHRF1BP1L	0.45639
OR52W1	0.4567
ACSF2	0.4567
TUBG1	0.45683
HSD3B1	0.45693
ST3GAL5	0.45708
TMEM62	0.45708
OR10K2	0.4571
FKBP4	0.45728
PEBP1	0.45766
MAB21L3	0.45772
LEFTY2	0.45781
DHX37	0.45781
GSTM3	0.458
TOP2B	0.458
PGM2L1	0.45802
RACGAP1	0.45805
FAM102A	0.4581
PCGF6	0.45811
AGRN	0.45818
ZNF454	0.45818
CYP2D6	0.4582
KLK10	0.45829
MTIF3	0.45834
SMAD7	0.45837
SIK1	0.45837
NIT2	0.4584
SPHK2	0.45842
HIVEP3	0.45846
ITGA2	0.45859
WDR33	0.45864
GANC	0.45867
GRIA2	0.45889
SRRM4	0.45899
POLR1E	0.45915
EFCAB5	0.45921
PSMC3IP	0.45933
CSMD3	0.45949
RHEBL1	0.45958
NPFF	0.45964
SYNGR2	0.45973
SHISA4	0.45976
CAPN10	0.45984
LYPD5	0.45984
DAPP1	0.45991
CORO2A	0.45999
RUNDC1	0.46009
GNB1L	0.46036
LCN9	0.46051
FOXA2	0.46053
RTL1	0.46054
KCTD18	0.46059
NUP188	0.4607
TM9SF3	0.46084
ZNF561	0.46085
JPH2	0.46088
SERPIND1	0.46092
INTS9	0.46093
ANKRD2	0.46094
LUM	0.461
TEX264	0.46114
AKAP1	0.46133
PLCXD3	0.46145
PDLIM2	0.46148
KRTAP5-3	0.46149
SOGA3	0.46156
FAM86C1	0.4616
MTUS1	0.46164
MAPKAP1	0.46168
ZSCAN5B	0.46172
PAFAH2	0.46174
ENTPD1	0.46176
MYO18B	0.46191
TSPAN13	0.46192
PNMA1	0.46205
ZBTB5	0.46208
HSP90B1	0.46208
ADAM9	0.46228
FKBP3	0.46231
ZNF787	0.46242
PRSS23	0.46246
CCDC83	0.46251
ACTN3	0.46266
GDNF-AS1	0.46272
ZNF212	0.4628
CCDC8	0.46283
GALM	0.46286
CD1E	0.46294
PLPP7	0.46302
DEUP1	0.46302
ZBTB4	0.46309
SH3GL2	0.4631
BBS12	0.46322
OR51B4	0.46327
ARHGEF7	0.46332
YPEL1	0.46333
LAPTM4A	0.46342
TBC1D3B	0.46348
MRPL35	0.46352
BCO1	0.46359
MPV17	0.46362
ENDOV	0.46384
NISCH	0.46388
LASP1	0.46388
PLG	0.46393
DMKN	0.46397
OR8H1	0.46404
RBMXL2	0.46411
CROT	0.46426
OGN	0.4643
MKRN3	0.4644
POU4F3	0.46445
CRYZ	0.4645
KIAA0391	0.4647
IL17RD	0.46497
PIGW	0.465
ZNF776	0.46505
CLTA	0.46511
TMEM102	0.46525
LSM10	0.46529
KCNRG	0.46529
CCP110	0.4653
CDC40	0.46532
MSX1	0.46538
B3GNT7	0.46544
SETD3	0.46544
HOXB13	0.46547
TECR	0.46547
ERVV-1	0.46558
SEC61B	0.46562
PARP6	0.46575
SYNGR3	0.46576
ATP2C2	0.46577
KRTCAP2	0.46584
ANK3	0.46586
CEACAM6	0.46592
SGCE	0.46593
CLUL1	0.46593
KCNA10	0.46605
PPIL1	0.46621
TMEM229B	0.46626
TMBIM6	0.46643
SH3BP1	0.4666
RPS6KB1	0.46669
UCN	0.46673
KLB	0.46677
ABCB5	0.4668
LRRK1	0.46682
VSTM1	0.46687
KLHDC9	0.46695
ZNF317	0.46696
ZNF660	0.467
PTPN12	0.467
HESX1	0.46713
YPEL2	0.46715
PRSS12	0.46718
OR8J3	0.46735
NANS	0.46737
FAM129C	0.4674
TTYH1	0.46745
HABP4	0.46783
PGAP2	0.46784
TCF15	0.46784
ADORA3	0.46786
GKN2	0.46786
NXPH2	0.46786
PEAR1	0.46794
SRD5A1	0.46807
SCLT1	0.46814
SIM2	0.46817
SYCP2	0.46823
USHBP1	0.46831
FFAR3	0.46832
ALB	0.46836
DNM1L	0.46857
HCN2	0.46858
PLXNA4	0.4686
LAPTM4B	0.46862
RAB4A	0.46868
FAM111A	0.46875
CCDC175	0.46881
AGTR1	0.46889
CACNG4	0.46914
SLC36A2	0.46916
PPP2R1B	0.46919
ROCK2	0.46925
TAF1C	0.46929
S100A12	0.46934
ADGRD1	0.46937
FLG2	0.46953
FAM96A	0.46955
CLIC5	0.4696
MMP11	0.4696
PLEKHF1	0.4697
FABP2	0.46973
KIAA0753	0.46983
AQR	0.46984
SCRN2	0.46988
AKNA	0.47
MTSS1L	0.47
CCBE1	0.4702
KANSL1L	0.47041
COL3A1	0.4706
SEZ6L	0.47062
LRRC71	0.47066
CSTL1	0.47079
ASZ1	0.47089
AZIN1	0.47096
SELE	0.47103
ZFYVE21	0.47105
PPP6C	0.47112
TMEM136	0.47112
OR2A14	0.47115
ZNF343	0.47116
RUFY1	0.47117
FAM163A	0.47118
LRRC2	0.47124
DLX6	0.47134
LHX9	0.47135
YIPF7	0.47135
ZNF285	0.47138
MAP3K11	0.47152
SPATC1	0.47154
SEPT12	0.47159
CLTCL1	0.47169
FCGR1A	0.47202
PLCD3	0.47202
SSH2	0.47204
ABHD2	0.47211
AADACL2	0.47219
ELP4	0.47253
SIGLEC14	0.47268
ANKS6	0.47285
PCK1	0.47286
CDKAL1	0.47287
DNAH8	0.47295
PRIM1	0.47295
BPIFB1	0.47296
CLK4	0.47303
KRTAP12-4	0.47325
PCDHB5	0.47339
GALNT6	0.47341
METTL11B	0.47349
SPINK1	0.47362
TPH1	0.47362
GFOD2	0.47366
INCA1	0.47369
NEB	0.47374
OSGIN2	0.47385
PTOV1	0.47385
POLD2	0.47395
EVA1C	0.47412
SNAPC1	0.47415
CHP2	0.47424
KRTAP5-2	0.47426
HINT3	0.47427
PDGFRL	0.47435
PRPF40A	0.47443
ACTL9	0.47451
CBLN1	0.47457
TMEM117	0.47465
LHX5	0.47468
ABCA8	0.47485
CGRRF1	0.47487
CRELD2	0.47489
CLCNKA	0.47494
FNBP4	0.47502
OR7G2	0.47508
TDRD1	0.47516
ECM2	0.47521
SPRED1	0.47534
IGF1R	0.47542
USP15	0.47543
C16orf78	0.47543
ZFHX2	0.47548
DHX34	0.4755
KCNJ8	0.47567
ADAMTS8	0.47574
SLC2A1	0.47582
TRAPPC9	0.47588
MDH1B	0.47593
SESN3	0.47593
KCNQ3	0.47595
OAS2	0.47595
INTS4	0.47604
ODAPH	0.47607
TMEM158	0.47609
FGB	0.47614
ZG16B	0.47614
PERM1	0.47619
CENPN	0.47625
CTNNBIP1	0.47628
CFAP69	0.47644
SERPINE2	0.47664
RPL21	0.47669
CTSG	0.4767
CHRNG	0.47677
TMEM200B	0.47678
AJAP1	0.47684
FAT2	0.47692
BMP2K	0.47693
TMEM220	0.47712
KAT5	0.47721
CDC14A	0.47724
