GENE	RA
SETDB2	0.41158
BCS1L	0.4116
OR5T2	0.4117
SPO11	0.41175
CDC42EP1	0.41176
PFDN4	0.41178
THYN1	0.41182
ADAMTS10	0.41187
CAV3	0.41189
GEMIN2	0.41194
SHISA9	0.41197
ARHGDIB	0.41199
KCNH6	0.41208
MSX1	0.41216
PARP11	0.41225
SALL4	0.41236
MNDA	0.41237
SMPD1	0.41239
MIEF1	0.41239
UNKL	0.41256
MYLK4	0.41277
RNF225	0.41287
MTREX	0.41293
RBM4	0.41293
KLC1	0.4131
ZIM2	0.41314
RAET1G	0.41324
ZNF790	0.41329
LEXM	0.41336
NSUN3	0.41341
OR51B4	0.41342
NUMB	0.41348
CHD5	0.41351
TROVE2	0.41358
PLA2G5	0.41366
POLN	0.41367
CRYZ	0.41369
NLRP3	0.41373
FAM241B	0.41378
KDM1B	0.41384
SPRYD7	0.41384
VPS37D	0.41395
ATF6	0.41406
OR5M3	0.41407
SNTG2	0.4141
GPAA1	0.41425
ENDOD1	0.41428
PLXNB1	0.41439
PIGO	0.41445
TBC1D28	0.41449
CCDC73	0.41451
FUT11	0.41453
METTL26	0.41455
CDCA7	0.4146
C1orf162	0.41478
KCNRG	0.41485
GOLGA8H	0.41499
RASGRP2	0.41507
NR2C2	0.41514
CCDC115	0.41531
ABCA6	0.41533
MRI1	0.41552
SMCO2	0.4156
DGAT1	0.41561
DPP10	0.41562
DBF4B	0.41564
RBM34	0.41579
FAM166B	0.41579
BAZ2A	0.41581
HAVCR2	0.41582
NOTCH1	0.41607
TAF9	0.41612
WASHC3	0.41623
TFDP2	0.41625
PLPPR3	0.41628
MBOAT4	0.41631
MROH8	0.41633
TYW3	0.41634
IL10RB	0.41634
FBXO32	0.41646
TMC2	0.41656
ADGRF2	0.41657
YLPM1	0.41663
ZNF598	0.41669
EPHA4	0.41672
LTA4H	0.41673
CGAS	0.41697
SLC25A33	0.41705
SLC28A3	0.41712
PIK3C2G	0.4173
FCN3	0.41732
KLHDC7B	0.41732
AHSP	0.41744
DCAF8	0.41745
ZNF679	0.41746
DPT	0.41754
TBCD	0.41764
SNX11	0.41766
ZNF568	0.41767
GDF3	0.41771
RUNDC3A	0.41774
AES	0.41785
SCGB3A2	0.41786
PEAR1	0.41798
RXRG	0.41805
KCTD6	0.41816
AKR1A1	0.41818
GPR135	0.41836
SLC30A4	0.41866
ACP5	0.41866
GPR78	0.41873
ASRGL1	0.41875
RNASE8	0.4188
FAM207A	0.41881
TPGS1	0.41883
TRGC1	0.41886
RTKN	0.41891
PNMA1	0.41899
ZFP69B	0.419
LRRC55	0.4191
DUSP27	0.41912
CECR2	0.41912
POC5	0.41918
RETREG1	0.41923
KCTD8	0.41924
MORC1	0.41925
MAP1LC3A	0.41928
CCDC151	0.41954
ST8SIA4	0.41955
ZNF717	0.41958
ADGRD1	0.41958
CRISP1	0.4196
PIK3R5	0.41965
TEX44	0.41983
GLYAT	0.41987
RAD21	0.42002
RAD9B	0.42002
TRAF3IP3	0.42032
GRIA4	0.42032
PHLDB3	0.42054
SCAI	0.42059
PROP1	0.42074
HBEGF	0.42084
AMY2A	0.421
HES3	0.42117
SAMD8	0.42117
NFU1	0.4212
KLB	0.42123
SEC61B	0.4213
KLHL18	0.42145
SSBP2	0.42147
SNX1	0.42152
CASQ2	0.42157
KAT7	0.42158
PPP1R15B	0.42165
DUSP5	0.42175
SPTBN2	0.42184
CD300LF	0.42196
DDX52	0.42197
MBD1	0.42204
ACY1	0.42211
KRTAP13-3	0.4222
THRSP	0.42224
EGLN3	0.42236
FUZ	0.42241
C12orf45	0.42247
CD209	0.42252
DDN	0.42253
ZNF33A	0.42259
SFXN5	0.4227
OR5B12	0.4227
PEG10	0.42288
MRPS23	0.42288
MYOCD	0.4229
PSMB4	0.42292
SERPINB13	0.42315
DUSP19	0.42319
CRHBP	0.42326
WDR89	0.42328
ZNF219	0.4233
SIX3	0.42336
SLC29A1	0.42339
FAM83D	0.42353
NSF	0.42357
ZSCAN4	0.42377
RNF183	0.42379
GCNT3	0.42381
ECH1	0.42384
CYTH3	0.42424
BBS5	0.42434
MECOM	0.42441
ZNF506	0.42443
OCEL1	0.42458
PRKAG3	0.42463
BOP1	0.42477
JHY	0.42487
EAPP	0.42491
OR6C76	0.42494
PALD1	0.42498
LIMK1	0.42507
OLFML2A	0.42508
MTCL1	0.42508
PROKR1	0.4251
GSN	0.42525
CCER2	0.42526
SIGLEC5	0.42534
SLC2A1	0.42557
MYF5	0.42559
PEX19	0.42566
GPM6A	0.4257
RPS15	0.4257
ZNF793	0.42574
ADAM33	0.42593
ATP5PB	0.42601
RNF214	0.42612
UTP23	0.42613
SSTR1	0.42615
PRPF40A	0.42621
CLEC1A	0.42632
SPDL1	0.42638
SPTBN4	0.42641
MFSD4A	0.42644
ARL9	0.42666
SLC51B	0.4268
MAD2L2	0.42686
ST3GAL5	0.42691
CA3	0.42699
SEC23A	0.427
SMAD2	0.42741
PHF7	0.42748
DMKN	0.42769
PIN1	0.4277
MAPKAP1	0.42793
MSMO1	0.42798
SMG6	0.4281
KMT5C	0.42826
RNF220	0.42827
NPL	0.42831
CA9	0.42834
CCDC28A	0.42836
MYO1D	0.42836
SERPINE2	0.42837
INTS4	0.42839
ZNF727	0.42841
C19orf57	0.42841
STXBP6	0.42842
SIRT2	0.42845
CCDC13	0.42857
NKIRAS2	0.4286
GPR160	0.42863
PLCD3	0.42877
GMDS	0.42903
SPATA1	0.42919
NXN	0.42925
MRGPRD	0.42929
DCTD	0.42941
SPATA9	0.42943
MPHOSPH8	0.42948
PCDHB10	0.42954
KCTD16	0.42957
CILP	0.42957
GM2A	0.42959
NLRP2	0.42961
MYD88	0.42967
NSUN7	0.42977
FAM107B	0.42977
RBM26	0.42978
WWC1	0.42979
ZBTB37	0.4298
CR1	0.4298
PI4K2A	0.42985
GLIPR1L1	0.42988
IDNK	0.42989
UBE2G2	0.42991
TAAR9	0.43008
NFIA	0.43013
SNRPA	0.43017
RPL14	0.4302
ABAT	0.43027
SLC25A22	0.43029
MCM8	0.43045
RSAD2	0.43047
FOXG1	0.4305
MEIS3	0.43058
PDGFRL	0.43074
PTGES3L	0.43088
P2RX2	0.431
FHL2	0.43105
COMMD8	0.43114
CRB2	0.43116
RASL11A	0.43134
CCP110	0.4314
FCGR1A	0.43153
AKT2	0.43173
OR8U1	0.43175
CLIC4	0.43187
CPSF7	0.4319
TMEM138	0.43212
TET1	0.4323
CHMP2B	0.43249
C8orf33	0.4325
ZMYM5	0.43254
SERPINA10	0.43256
MTNR1A	0.43258
TOMM7	0.43259
DNAJB7	0.43262
ABRACL	0.43265
C22orf34	0.43274
KIF27	0.43276
GPR20	0.4328
HTR1A	0.43287
ENTPD1	0.43293
GRAMD2A	0.4331
HSPBAP1	0.43311
TECTA	0.43341
NTM	0.43348
SLC43A2	0.43351
HSCB	0.43352
VLDLR	0.43363
RNF13	0.43364
ZNF662	0.43375
A2ML1	0.43384
TSPYL5	0.43386
OR10AG1	0.43392
OR5AS1	0.43393
HSPA4L	0.43398
CBX1	0.43407
HRCT1	0.43412
UBAP2	0.43413
BDH1	0.43419
HOXB1	0.43431
KRTAP2-4	0.43433
PAK4	0.43442
OR6B2	0.43452
COG3	0.43452
MRPL39	0.43455
ZNF609	0.43459
N6AMT1	0.43463
ATP1B2	0.43466
TRIM13	0.43472
RACGAP1	0.43473
CYS1	0.43475
SSPO	0.4348
TIMD4	0.43482
TRIP4	0.43482
MYBPC2	0.43506
BMP2K	0.4353
GDF6	0.43532
CREBBP	0.43534
HEATR6	0.43536
FAM84A	0.4354
RGR	0.43544
ELP4	0.43552
SLC35G6	0.43556
MIXL1	0.43558
NGRN	0.43561
NCAPH2	0.43573
KIR3DL1	0.43586
KATNAL2	0.43589
LAMP5	0.43591
SUPT16H	0.43597
TIMM44	0.43606
ASB14	0.43608
ZNF865	0.43608
HSDL2	0.43622
IL17RD	0.43623
ZYG11A	0.43627
KHDC1L	0.43631
INSIG2	0.43635
TSPAN19	0.43641
GBGT1	0.43652
LCE6A	0.43654
HHLA1	0.43655
TSGA13	0.4368
MYH9	0.43693
S1PR1	0.43697
MATN2	0.43698
PLPP1	0.43699
RNF152	0.43701
KAT2B	0.43706
CAMKV	0.43715
DNAL1	0.43726
C8A	0.4374
CSK	0.43745
MOCS3	0.43761
JAM3	0.43763
RAD17	0.43764
CBLN4	0.43766
EEF1AKMT1	0.43767
FBP1	0.43794
ALLC	0.43796
CLMP	0.43801
KIAA1257	0.43805
CAMKMT	0.43821
ZNFX1	0.43827
PMVK	0.43834
PMS1	0.43835
SNX32	0.43838
USF2	0.43846
FKBP7	0.43848
DMRTA2	0.43867
TOMM5	0.43869
C11orf88	0.43872
DEDD	0.43879
GMPPB	0.43879
WRB	0.4388
FOXB2	0.439
SLC26A9	0.43902
CHST4	0.43915
FLRT1	0.43917
INTS9	0.43935
MCRS1	0.43935
LRRC6	0.43941
SFR1	0.43941
EGR2	0.43942
C16orf78	0.43944
HRASLS5	0.43961
SLC46A1	0.43975
ANK3	0.4398
PIGU	0.43982
OR52B2	0.43982
CYP26A1	0.43986
GMPS	0.43989
RAB18	0.43989
ZBTB42	0.43989
DEFB110	0.43991
IQSEC3	0.43993
FLG2	0.43995
CCL23	0.43995
PRSS36	0.44011
GDF10	0.44012
NRARP	0.44016
GAL3ST3	0.44017
TMED8	0.44021
BUB3	0.44026
NUDT15	0.44029
AP4S1	0.44039
ACADM	0.4405
LYZL1	0.4405
RPLP0	0.44058
ACTN3	0.44063
IDI1	0.44071
TLR10	0.44095
C5orf58	0.44103
RWDD2A	0.44103
KIF5B	0.44104
MRPL51	0.44111
CHRM2	0.44117
PDLIM2	0.44118
ARL8A	0.44129
SPDYE1	0.44131
IFNG	0.44137
TM7SF2	0.4414
PSMD12	0.44151
PPP6R2	0.44152
GAREM1	0.44153
KNOP1	0.44167
C1orf35	0.44168
TIGD6	0.44169
CCNF	0.44171
IFI27L1	0.4419
SLC35F2	0.44191
ACBD3	0.44206
ZNF528	0.44209
FAM25C	0.44212
PTPA	0.44213
NKAIN3	0.44223
DDX50	0.44232
YPEL1	0.44233
KPNA2	0.44234
SPEF1	0.44239
IMMT	0.44272
ALDH4A1	0.44283
AKR7A2	0.44293
KIF1C	0.44302
CEP95	0.44307
SCN4B	0.4431
PDSS2	0.44315
PTCHD4	0.44318
CTCFL	0.44328
TNRC6A	0.44332
ZFAND3	0.44341
KREMEN1	0.44348
FAM81B	0.44349
CLEC18B	0.44362
PHYH	0.44374
RHBDD2	0.44378
TMEM204	0.44383
TCEA1	0.44387
SGSM1	0.44397
BET1	0.44402
ROCK2	0.44404
POMZP3	0.44421
C8orf89	0.44424
RND2	0.44425
SH3YL1	0.44431
METTL14	0.44431
POLR3H	0.44449
GRIP2	0.44453
CAMK1D	0.44463
HCAR3	0.44464
PRDM7	0.44469
RIBC2	0.44469
PSAPL1	0.44473
CCBE1	0.44475
BTG1	0.44491
SPATA31E1	0.44498
SMIM10L1	0.44525
PRSS50	0.44531
ARID1B	0.44531
OR7G2	0.44551
TMEM37	0.44557
NDUFAF6	0.4456
NACA	0.44565
ZNF285	0.44567
TAS2R38	0.44576
STK32B	0.44583
PSMD4	0.44589
GANC	0.44591
PRSS21	0.44603
GRK3	0.44603
BTAF1	0.44612
TBPL1	0.44613
GFOD2	0.44621
KIAA1024L	0.44629
FZD1	0.44632
GPCPD1	0.44637
EMC1	0.44649
BIN1	0.4466
NBEA	0.44668
VWCE	0.44675
DEUP1	0.44689
KRTAP19-3	0.4469
THTPA	0.44693
ZNF92	0.44717
CCDC110	0.44726
RPN2	0.44726
ZNF735	0.44728
EMID1	0.44737
TNNT2	0.4475
SELENOS	0.44751
SUCLG1	0.4479
RIOX2	0.44791
LYPD3	0.44799
SSBP3	0.44805
ZNF740	0.44816
LRRC40	0.44818
TNRC18	0.44831
ACTR6	0.44831
MYOG	0.44834
AHNAK	0.44838
CRTAP	0.44844
CDC34	0.44849
SLURP1	0.44885
ZNF440	0.4489
OR5A1	0.44891
CNTF	0.44893
PANX3	0.44895
LRRC39	0.44902
USP15	0.44904
TSHZ1	0.44906
TDRD1	0.44908
COG1	0.44908
CTNNA1	0.44914
OVCH2	0.44916
TMED3	0.44922
RFESD	0.44935
SIPA1L1	0.44935
FAT2	0.44936
HAND2	0.44942
RPL37A	0.44943
F13B	0.44948
ERCC8	0.44958
BORCS6	0.44964
PNKP	0.44972
ATF4	0.44977
TRIM64B	0.44978
ADAMTS8	0.4498
OR8H2	0.44982
NEB	0.44994
RAB35	0.45
HAL	0.45001
ISX	0.45011
CENPL	0.45013
LMNTD1	0.45017
PROSER2	0.45025
GABRB2	0.45037
MUS81	0.45041
TMEM51	0.45066
TOPAZ1	0.45068
GFOD1	0.45076
KCNQ3	0.45076
GPR176	0.45081
PAK5	0.45081
KLC4	0.45084
LSM3	0.45094
CREG1	0.45096
OSBPL6	0.45117
DCUN1D3	0.45125
SVBP	0.45128
CLEC10A	0.45132
NDUFAF2	0.45134
MRPL18	0.45134
TTLL8	0.45148
LURAP1L	0.4515
EHD3	0.45153
ASAH1	0.45173
TNFRSF13C	0.45176
CDK3	0.45195
GLIPR1	0.45207
IL18RAP	0.45214
DRD1	0.45215
CRADD	0.45215
INKA2	0.45224
ARL13B	0.45228
DUSP11	0.4523
TAGLN2	0.45234
ANKRD40	0.45235
COL6A6	0.45239
PHRF1	0.4524
ACAN	0.4524
DENND2C	0.45247
MMP17	0.45251
ACADL	0.45253
CCNO	0.45254
KIAA0391	0.45259
RTN2	0.45268
TRAPPC9	0.4527
NEXN	0.45273
RPS6KB1	0.45277
ACTR10	0.45278
CBX2	0.45278
DAPP1	0.45291
CTGF	0.45293
SPICE1	0.45294
ZC3HAV1L	0.45323
ASB7	0.45337
LYPLA1	0.45342
UHRF1BP1L	0.45348
PCDHB5	0.4535
SQSTM1	0.45356
CROT	0.45358
URGCP-MRPS24	0.45378
MAP4K1	0.45384
DNM1L	0.45386
ATP10D	0.45388
DLX4	0.45394
HAAO	0.45411
MRGPRX1	0.45412
PSMG4	0.45418
KPNA5	0.45421
SPHK2	0.45425
LTBR	0.45427
PDLIM7	0.45451
ARL16	0.45451
PNMA8A	0.45463
ZNF432	0.4547
CD93	0.45474
IHH	0.45476
PDGFRA	0.45487
GPALPP1	0.45491
ARHGAP40	0.45501
SRP72	0.4552
WWP2	0.45528
KRTAP6-3	0.45529
DDA1	0.45536
TM9SF4	0.4554
HOXC11	0.4555
TSNAX	0.45557
EFCAB5	0.45559
CALML4	0.4556
GFPT2	0.45565
SLC45A4	0.4557
OSBPL9	0.45586
RXFP1	0.45588
TMEM242	0.4561
PYHIN1	0.45624
TMEM150A	0.45624
GNG12	0.45633
GUCD1	0.45638
PEAK3	0.45642
C15orf65	0.45645
HOXB4	0.45651
KIAA0408	0.45659
SMAD7	0.45664
VPS33B	0.45672
NFIL3	0.45673
SESN3	0.45681
THEM5	0.45704
TEX261	0.45704
GRIA2	0.45705
DPH1	0.45705
NTAN1	0.45724
PROX1	0.45726
BMPER	0.45747
MLNR	0.45747
ERP44	0.4578
ARL5C	0.45786
WDR77	0.45794
HES7	0.458
GID8	0.4581
YIPF7	0.45816
C12orf10	0.45819
VPS53	0.45832
OR52M1	0.45836
WTIP	0.4584
C22orf39	0.4584
TAS2R4	0.45842
CCDC167	0.45865
TMEM155	0.45874
MKKS	0.45882
CLEC4A	0.45896
SLIT1	0.45903
FKBP3	0.45904
TBX2	0.45904
NLRC3	0.45914
RNF130	0.45921
CTNNBIP1	0.45931
MANSC1	0.45934
PLXNA4	0.45942
CDC40	0.4595
ARL14EPL	0.45952
AJAP1	0.45953
NOP16	0.45955
IGF2BP2	0.45957
GSG1L	0.45957
ESM1	0.45961
RNF133	0.4597
ALOX5AP	0.45973
ATXN3	0.45987
MARVELD2	0.45997
ALOX12	0.45998
SEC14L6	0.46014
CLDN7	0.46015
ZFP41	0.46018
CCDC83	0.46025
PRIM1	0.46033
RBM5	0.46036
CBX3	0.46056
ZNF714	0.46075
CPB1	0.46078
MLLT6	0.46078
MAP7D1	0.46079
KRT16	0.46079
KLHL17	0.46088
NFKBIA	0.46092
ATXN7L1	0.46105
AHCYL1	0.46126
FNDC11	0.46126
ZNF671	0.46129
PFN2	0.46133
GHITM	0.46137
CSAD	0.46138
HAS1	0.46152
PFDN5	0.46154
AP3M1	0.46155
CD72	0.46156
CFAP100	0.46158
SPSB1	0.46159
DECR1	0.4616
SELE	0.46168
DNAH8	0.46173
PPM1G	0.46176
TMEM198	0.46178
IMMP1L	0.46183
EDRF1	0.46201
SLC5A5	0.46204
SH3GL2	0.4621
OR6C74	0.46217
PDE7B	0.46226
MTG1	0.46231
PROB1	0.46248
NAGK	0.46257
DHRS4L2	0.46264
POPDC3	0.46269
ACVR2A	0.46286
TSEN54	0.46286
IZUMO1	0.46298
TRH	0.463
VPS41	0.46301
OGG1	0.46307
ZFYVE28	0.46307
MYOM1	0.46307
USP4	0.46311
C10orf142	0.46314
DHRS2	0.46316
SMYD5	0.4633
ZNF561	0.4633
TAF1C	0.46337
TMEM207	0.46338
PAH	0.46347
WFDC3	0.46347
ASCL4	0.46353
BPIFB4	0.4636
DCP2	0.46361
GALNS	0.46378
MTIF3	0.46382
BEND7	0.46397
PRKCB	0.46404
TGM4	0.46429
ABHD13	0.46433
FBXW9	0.46433
EDEM1	0.46436
PRDM5	0.46455
UBQLNL	0.46458
PRKRIP1	0.46469
NIPAL3	0.46472
NIPSNAP2	0.46472
C10orf71	0.4648
BUD13	0.46482
ARHGAP5	0.46501
ZYX	0.46505
SSH2	0.4651
TOP1	0.46514
SRC	0.46535
HCST	0.4654
POM121	0.46542
PTOV1	0.46552
PGLYRP2	0.46561
RTBDN	0.46563
TSSK1B	0.46564
GCSH	0.46568
ATCAY	0.46569
UNC13A	0.46573
CRYM	0.46588
CFAP97D1	0.46599
INHBA	0.46606
ZNF737	0.46611
TTC9	0.46614
SLITRK1	0.46623
CRYGC	0.46626
ODAM	0.46629
CELA3B	0.46632
C15orf39	0.46633
GZMH	0.4664
PROSER1	0.46644
DCAF17	0.46645
KLRK1	0.46647
FKBP14	0.46651
MRFAP1	0.46658
PDZK1	0.46665
OR5AR1	0.46665
ATP5F1B	0.46673
RASD2	0.46677
PKIA	0.4668
NANS	0.46695
HACD4	0.46697
NMT1	0.46708
TOPORS	0.46716
MINOS1-NBL1	0.46725
NSMAF	0.46729
DLGAP2	0.46731
CD164L2	0.46737
MGST2	0.46744
CCDC82	0.4675
NLRP5	0.46753
HMHB1	0.46754
ZNF713	0.46758
CYBC1	0.46766
ABCE1	0.46778
WDR35	0.46786
FES	0.46789
TIFAB	0.46791
EVC2	0.46821
F3	0.46825
CCND1	0.46827
LSP1	0.46833
RADIL	0.46862
VSIG10L	0.46865
SESN2	0.46872
UBR7	0.46877
GALM	0.46882
RHOD	0.46904
ALKAL2	0.46926
LTBP3	0.46926
AMPD3	0.46929
HPGD	0.46936
FKRP	0.46937
METTL11B	0.46938
NOL11	0.4694
RPS23	0.46945
ZNF343	0.46949
EIF5	0.46956
OAZ2	0.46969
MSANTD2	0.4697
KRTAP8-1	0.4698
ZNF256	0.47004
C11orf16	0.47009
ZNF595	0.4701
STX6	0.47017
SMIM20	0.47021
IL1RAP	0.47024
TBC1D17	0.47027
ZSWIM8	0.47029
ABCB5	0.47032
SNAP25	0.47034
DHH	0.47053
ICA1	0.47086
JPH2	0.47087
TBC1D14	0.4709
EIF3K	0.4709
KRTAP19-8	0.47093
DDX4	0.47103
GPR19	0.47116
RFPL1	0.4713
MVP	0.47132
KRR1	0.47138
ZNF543	0.4714
ACSF2	0.47143
SLC25A10	0.47147
KATNBL1	0.47153
SLC20A2	0.47157
UPF1	0.47163
PTPRCAP	0.47167
IRF1	0.47177
TRIM64C	0.47186
CDC14A	0.47187
S100A12	0.47189
OR4C6	0.4719
GMNN	0.47193
ATRN	0.47193
DAB2IP	0.47209
COMMD5	0.47215
TPH1	0.47215
DLAT	0.47221
PRICKLE2	0.47234
ZC3HAV1	0.47246
TTLL2	0.47248
NFRKB	0.4725
PRR13	0.4725
DHX34	0.47252
ZNF775	0.47255
GBP2	0.47257
ETV4	0.47271
MTRNR2L7	0.47276
MPV17	0.47283
SPAG1	0.47288
HRAS	0.4729
ARHGAP17	0.47293
CARS2	0.47296
KHDRBS3	0.47305
SEMA3D	0.47313
OR10J1	0.47324
DOT1L	0.4733
GLT1D1	0.47331
SPIDR	0.47336
SNAPC1	0.47338
NUDT16	0.47353
GOLGA1	0.47369
C3orf52	0.47374
PABPC1	0.47374
KATNB1	0.47381
ZNF44	0.47384
CRYBG3	0.47389
SLC22A17	0.4739
RGS16	0.47411
MLPH	0.47428
WDR43	0.47432
CCDC186	0.47437
MYH11	0.47443
FSTL3	0.47449
NDUFS7	0.47452
ACTN2	0.47454
FGL1	0.4746
KRT37	0.4746
SLC25A31	0.47465
SEMA6B	0.47475
TOMM70	0.4748
REEP1	0.47481
CLUL1	0.47489
CGB2	0.47514
OR4A16	0.47528
SCOC	0.47536
SLC39A5	0.47555
OR8J3	0.47556
FRG2B	0.47566
MZT1	0.47567
SLCO4A1	0.47569
ELSPBP1	0.4758
BDKRB2	0.47582
KRTAP4-2	0.47588
SNRPB	0.47588
HOMER3	0.47594
ELP2	0.47605
STYX	0.47606
TBC1D22A	0.47606
UQCRC2	0.47613
TLX2	0.47614
NDUFS4	0.47627
ADCK2	0.47627
RC3H1	0.47647
IGFL3	0.47652
ZNF862	0.47658
EFCC1	0.47685
KNDC1	0.47694
FAM86C1	0.47701
IFNA10	0.47703
CAMK2N1	0.47707
TLL1	0.47723
AIG1	0.47728
TRIM60	0.47729
RNF223	0.47739
KIR3DL2	0.47742
IGF2R	0.47743
TSHZ3	0.47747
ATP1A2	0.47748
CDKN3	0.47749
DHX37	0.47754
ADORA3	0.47757
SHANK2	0.47785
TOM1L2	0.47801
SEC24C	0.47807
FAM135A	0.47813
COL6A3	0.47817
ATRIP	0.47827
TTC36	0.47835
C2orf80	0.47837
LRRC71	0.47838
ZNF99	0.47838
GLRX3	0.47839
ADNP	0.47846
DIO2	0.47847
SARS2	0.47862
MAST3	0.47866
IST1	0.47875
NUP188	0.47876
TMEM131L	0.47878
USH2A	0.4788
NWD2	0.47885
PGM2L1	0.47888
SRRD	0.47899
POLD2	0.47926
CLCNKA	0.47934
LGALS4	0.47953
ZNF628	0.47955
IL20RA	0.47959
ARHGEF18	0.47967
RCC1	0.47976
PAFAH2	0.47982
CD68	0.47989
LOXL4	0.48009
STX5	0.48009
OTOA	0.48009
MT1B	0.48021
DUSP10	0.48024
HIF1A	0.48036
TMEM139	0.4804
LAPTM4B	0.48045
ERICH4	0.48086
EPCAM	0.48088
TMPRSS2	0.48099
CCDC149	0.48108
SLC25A44	0.48117
TMEM41B	0.48128
DAPK2	0.48132
EMILIN1	0.48141
IL22RA1	0.48149
PLD6	0.48158
KRTAP17-1	0.48158
OR5AK2	0.48159
PACRG	0.4817
GSTA3	0.48176
JUND	0.48192
GPR15	0.48194
PATZ1	0.48196
CD46	0.48202
NDUFB9	0.48206
OR4A5	0.48206
OR2D2	0.48212
NRCAM	0.48225
IVL	0.48231
ZNF829	0.48243
KRTAP29-1	0.48244
SLC3A2	0.48245
METTL9	0.48249
TMEM79	0.48252
SCN3B	0.48252
COLEC11	0.48259
CEP131	0.48268
CASKIN2	0.48273
MPLKIP	0.48276
GEMIN5	0.48285
KDELR3	0.48286
BMP7	0.48301
MAP3K12	0.48302
ARPP19	0.48314
SLC2A5	0.48324
OPN1SW	0.48324
OTUD6B	0.48336
AGO2	0.48338
TMX3	0.48342
ZNF57	0.48343
WDR25	0.48351
NISCH	0.48356
EPYC	0.48369
FANCG	0.48377
ZBTB4	0.48379
IGF1R	0.48396
ETV2	0.48398
LRTM1	0.48406
CCDC154	0.48408
CFHR3	0.48412
GPC5	0.48412
RC3H2	0.48415
LRRC4C	0.48415
KCNJ1	0.48417
ACPP	0.48419
TMEM117	0.48419
CCDC158	0.48436
OGN	0.48443
SLIT2	0.48456
LAMC2	0.48459
GALR3	0.4846
MECR	0.48462
PTPN12	0.48471
CASP14	0.48474
CITED2	0.48475
JRK	0.48478
RPUSD3	0.48479
WFDC10A	0.4849
CENPN	0.485
FAM189B	0.48515
PPP1R12A	0.48525
HMX2	0.48528
LRRC37B	0.48549
MAEL	0.48552
FOXF1	0.48552
TREX1	0.48554
OR8H3	0.48565
MBTD1	0.48568
RNF207	0.48576
ADPGK	0.48578
H1F0	0.48579
AASS	0.48594
FIBCD1	0.48594
PI4KB	0.48596
ECHDC2	0.48597
CIPC	0.48605
GNE	0.48614
SLC9A3R2	0.48614
TGFBR3L	0.48638
EIPR1	0.48642
C21orf91	0.48644
COL13A1	0.48646
CHST8	0.48647
FAM228B	0.4865
TRMT44	0.4865
UNCX	0.48669
THOC1	0.48671
RBM11	0.48678
CABS1	0.48683
STAC3	0.48683
WDR53	0.48685
ALS2CL	0.48687
OR4P4	0.48702
ADAM9	0.48708
TYW5	0.48715
TMEM62	0.48718
ARMC12	0.48729
SPRN	0.4873
HSPB2	0.48735
LHX5	0.48736
DAZL	0.48737
HABP4	0.48743
CGRRF1	0.48745
ZNF836	0.48747
GPR150	0.48748
LRRC1	0.48752
ZNF77	0.4876
PLCXD3	0.48781
GYS2	0.48782
PRR15L	0.48783
SERPIND1	0.48787
AZIN1	0.488
GREB1L	0.488
KRTAP10-3	0.48804
COMMD4	0.4881
DCAF11	0.48816
STAU2	0.48819
C1orf185	0.48822
CBLL1	0.48824
OR13F1	0.48825
FHOD1	0.48841
G3BP2	0.48842
MISP	0.48842
PKD1	0.48845
ICE2	0.48851
UBASH3B	0.48853
ANXA10	0.48859
FAM229A	0.4886
FNBP4	0.48872
NDUFA3	0.48872
TFF2	0.48874
NIT2	0.48879
GPR52	0.48895
NBPF10	0.48906
NELFB	0.4893
NR6A1	0.48942
SPRED1	0.48948
APELA	0.4895
OR4C15	0.48957
RPS16	0.48969
XAB2	0.48973
TFRC	0.48989
SRD5A2	0.48998
DNTTIP1	0.49002
DNAH3	0.49005
DNAH17	0.49007
CBR1	0.49026
DHX9	0.49029
GLIPR1L2	0.49032
C8orf58	0.49041
SH3RF1	0.49051
CDC42EP4	0.49059
TM9SF3	0.49062
GCG	0.49068
SPINK9	0.4907
RFTN1	0.4908
LILRB3	0.49091
PKLR	0.49097
TNFSF11	0.49112
MFSD9	0.49124
OR7A17	0.4913
KDELR1	0.4913
FAM120AOS	0.49138
PRR16	0.49152
HEXDC	0.49153
YPEL2	0.49175
MROH2B	0.49177
CHKB-CPT1B	0.49178
OR10H1	0.49185
NUMBL	0.49202
YARS	0.49209
GCSAM	0.49212
NEK2	0.49215
CD300LG	0.49215
MGP	0.49223
LMOD3	0.49232
FAM129C	0.49232
GNB4	0.49234
FAIM2	0.49245
MEGF11	0.49254
WISP2	0.49255
IBSP	0.49261
SRSF11	0.4928
TRMT5	0.49285
IL4I1	0.49285
ECM2	0.49297
SCN11A	0.49303
ST20	0.49305
MTHFSD	0.49312
CORIN	0.49317
NKAIN2	0.49321
SNX20	0.4934
PEX7	0.49358
GIMD1	0.4936
VIPAS39	0.49367
UCMA	0.49368
SPINT1	0.4938
ZCCHC3	0.49382
STARD10	0.49386
CCR7	0.49388
BTLA	0.49393
DHX15	0.49407
GDPD5	0.49416
GRK7	0.49419
ABCA12	0.49423
CNOT2	0.49439
TAX1BP3	0.49439
ZKSCAN2	0.4944
MYH1	0.49448
RHOA	0.49451
HOXC6	0.49461
FGA	0.49463
EIF2AK3	0.49471
DMAC2	0.49486
INAFM1	0.4949
KCNH3	0.49501
ZNF852	0.49511
CCDC68	0.49533
POU5F1B	0.4955
